startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
1612031400000,34270.5,34280.5,34249,34249,11.209,383897.041
1612031460000,34249,34249,34200,34203,41.685,1425752.055
1612031520000,34203,34262.5,34200,34221.5,34.657,1186014.5255
1612031580000,34221.5,34275,34221.5,34274.5,7.014,240401.343
1612031640000,34274.5,34275,34244.5,34244.5,15.219,521167.0455
1612031700000,34244.5,34249,34244,34249,0.261,8938.989
1612031760000,34249,34266.5,34249,34260,2.213,75817.38
1612031820000,34260,34260,34244,34251.5,5.451,186704.9265
1612031880000,34251.5,34258.5,34250,34250.5,0.781,26749.6405
1612031940000,34250.5,34261,34201,34237,14.974,512664.838
1612032000000,34237,34237,34185,34185,7.037,240559.845
1612032060000,34185,34200,34183,34183,5.43,185613.69
1612032120000,34183,34199.5,34138,34145,13.01,444226.45
1612032180000,34145,34182,34138,34182,6.092,208236.744
1612032240000,34182,34182.5,34161,34171,5.022,171606.762
1612032300000,34171,34214.5,34171,34214.5,9.974,341255.423
1612032360000,34214.5,34227,34209,34227,2.519,86217.813
1612032420000,34227,34227,34157,34206.5,8.724,298417.506
1612032480000,34206.5,34214.5,34198,34214.5,2.19,74929.755
1612032540000,34214.5,34237,34213,34228.5,2.221,76021.4985
1612032600000,34228.5,34254.5,34228.5,34254.5,6.139,210288.3755
1612032660000,34254.5,34257,34253,34257,6.118,209584.326
1612032720000,34257,34257,34245,34245.5,8.754,299785.107
1612032780000,34245.5,34258.5,34245,34250.5,3.767,129021.6335
1612032840000,34250.5,34250.5,34181,34231,13.934,476974.754
1612032900000,34231,34294,34231,34294,9.77,335052.38
1612032960000,34294,34328,34294,34315.5,19.341,663696.0855
1612033020000,34315.5,34320,34261,34261,69.606,2384771.166
1612033080000,34261,34285,34255,34285,2.906,99632.21
1612033140000,34285,34318.5,34285,34318,8.154,279828.972
1612033200000,34318,34350,34318,34349.5,17.241,592219.7295
1612033260000,34349.5,34388,34338,34340,36.595,1256672.3
1612033320000,34340,34350,34340,34343.5,5.774,198299.369
1612033380000,34343.5,34343.5,34282,34311.5,13.027,446975.9105
1612033440000,34311.5,34329,34311.5,34329,1.22,41881.38
1612033500000,34329,34365,34319,34365,4.885,167873.025
1612033560000,34365,34384,34352.5,34375,38.112,1310100
1612033620000,34375,34375,34339.5,34340,15.538,533574.92
1612033680000,34340,34340,34318,34334,16.264,558408.176
1612033740000,34334,34372,34322.5,34369,6.671,229275.599
1612033800000,34369,34369.5,34346.5,34363.5,0.19,6529.065
1612033860000,34363.5,34363.5,34318,34318,3.095,106214.21
1612033920000,34318,34345.5,34318,34345.5,15.123,519406.9965
1612033980000,34345.5,34345.5,34315,34315,6.202,212821.63
1612034040000,34315,34328,34315,34326,4.25,145885.5
1612034100000,34326,34332.5,34293,34293,20.782,712677.126
1612034160000,34293,34293,34235,34235,8.529,291990.315
1612034220000,34235,34235.5,34145,34173.5,18.834,643623.699
1612034280000,34173.5,34176.5,34091,34091,27.503,937604.773
1612034340000,34091,34106,34023,34070.5,50.019,1704172.3395
1612034400000,34070.5,34102.5,34060,34102.5,16.701,569545.8525
1612034460000,34102.5,34110,34077,34110,6.951,237098.61
1612034520000,34110,34134,34089,34110,6.672,227581.92
1612034580000,34110,34124,34100,34118,9.336,318525.648
1612034640000,34118,34144,34103.5,34122.5,5.012,171021.97
1612034700000,34122.5,34142,34122.5,34127.5,5.127,174971.6925
1612034760000,34127.5,34138,34061.5,34069.5,17.368,591719.076
1612034820000,34069.5,34102.5,34069.5,34102.5,7.087,241684.4175
1612034880000,34102.5,34105.5,34098.5,34098.5,2.978,101545.333
1612034940000,34098.5,34138.5,34098.5,34123,11.951,407803.973
1612035000000,34123,34123.5,34099.5,34123.5,8.106,276605.091
1612035060000,34123.5,34177,34123.5,34151,35.023,1196070.473
1612035120000,34151,34155,34100,34100,8.081,275562.1
1612035180000,34100,34150.5,34100,34147.5,2.521,86085.8475
1612035240000,34147.5,34147.5,34110,34139,0.658,22463.462
1612035300000,34139,34169,34111.5,34169,2.871,98099.199
1612035360000,34169,34194,34166,34194,9.678,330929.532
1612035420000,34194,34194,34161.5,34179.5,1.541,52670.6095
1612035480000,34179.5,34179.5,34125,34139,2.869,97944.791
1612035540000,34139,34194,34139,34194,12.096,413610.624
1612035600000,34194,34194.5,34171,34194.5,3.832,131033.324
1612035660000,34194.5,34195,34162,34168,3.556,121501.408
1612035720000,34168,34219,34168,34219,2.783,95231.477
1612035780000,34219,34245,34219,34244.5,9.427,322822.9015
1612035840000,34244.5,34264,34243.5,34243.5,6.352,217514.712
1612035900000,34243.5,34260.5,34242.5,34260.5,2.03,69548.815
1612035960000,34260.5,34289,34260.5,34261,11.233,384853.813
1612036020000,34261,34261.5,34261,34261.5,0.641,21961.6215
1612036080000,34261.5,34261.5,34261.5,34261.5,1.317,45122.3955
1612036140000,34261.5,34305,34261.5,34295,12.961,444497.495
1612036200000,34295,34306,34295,34304.5,1.044,35813.898
1612036260000,34304.5,34305,34270,34273.5,4.166,142783.401
1612036320000,34273.5,34292,34265.5,34278,3.969,136049.382
1612036380000,34278,34282.5,34272.5,34282.5,0.138,4730.985
1612036440000,34282.5,34282.5,34270,34277.5,4.688,160692.92
