startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
1714501800000,60310.2,60310.2,60207,60214.2,286.735,17275954.0333
1714501860000,60214.2,60244,60138.1,60238,274.198,16502069.7028
1714501920000,60238,60246,60174.6,60181.1,74.974,4514637.3447
1714501980000,60181.1,60299.5,60181.1,60240.6,109.966,6625663.873
1714502040000,60240.6,60377.3,60229.5,60368,89.073,5373736.8756
1714502100000,60368,60379.8,60339.3,60370,59.537,3593907.8091
1714502160000,60370,60370,60335.8,60338.5,20.386,1230305.0766
1714502220000,60338.5,60349.9,60324.7,60349.6,26.225,1582395.4499
1714502280000,60349.6,60349.6,60306.1,60314.1,7.513,453271.3533
1714502340000,60314.1,60327.6,60286.6,60327.6,24.574,1482076.1422
1714502400000,60327.6,60331.6,60230.4,60230.4,41.752,2516806.5068
1714502460000,60230.4,60256.7,60213.2,60252.6,30.146,1816108.0023
1714502520000,60252.6,60254.2,60193.7,60224.1,46.406,2794449.9869
1714502580000,60224.1,60254.2,60223.3,60232.3,34.74,2092868.3274
1714502640000,60232.3,60253,60179.2,60200.2,43.603,2625787.827
1714502700000,60200.2,60219.6,60180.1,60194.6,30.607,1842558.5204
1714502760000,60194.6,60194.7,60115,60127.2,137.779,8287687.7482
1714502820000,60127.2,60169.3,60100.5,60167.9,169.34,10181606.2352
1714502880000,60167.9,60177.3,60102,60106.6,48.537,2918194.1685
1714502940000,60106.6,60114.7,60066.8,60091.9,100.756,6054433.0612
1714503000000,60091.9,60102,59950,60060.3,1106.918,66417084.8054
1714503060000,60060.3,60218.1,60010.8,60194.8,537.028,32286926.7098
1714503120000,60194.8,60240,60163.8,60194.1,249.768,15038829.4133
1714503180000,60194.1,60214.7,60186.9,60190,33.373,2009138.9649
1714503240000,60190,60240,60173,60234.2,50.949,3067414.5678
1714503300000,60234.2,60241.5,60200,60241.5,24.179,1456229.4909
1714503360000,60241.5,60270.3,60180.1,60193.4,93.756,5646021.2063
1714503420000,60193.4,60193.4,60119.7,60151.5,54.755,3293687.0804
1714503480000,60151.5,60247.2,60133.3,60247.1,60.57,3644675.2187
1714503540000,60247.1,60403.2,60185.3,60386.8,435.854,26295937.4216
1714503600000,60386.8,60440,60335.2,60426,246.871,14908093.9377
1714503660000,60426,60433.2,60393.6,60410,54.954,3319897.0256
1714503720000,60410,60444.8,60383.7,60444.8,123.831,7481408.1532
1714503780000,60444.8,60493.8,60411,60428.1,171.187,10349587.4332
1714503840000,60428.1,60428.1,60380.4,60419.4,99.992,6039483.7518
1714503900000,60419.4,60419.4,60361.3,60395.8,44.478,2685901.7884
1714503960000,60395.8,60397.9,60337.6,60337.7,55.926,3375970.0816
1714504020000,60337.7,60388.9,60337.7,60369.1,53.59,3235217.8545
1714504080000,60369.1,60385.6,60342,60352.2,20.822,1256844.5915
1714504140000,60352.2,60352.2,60304.7,60307,60.541,3652172.911
1714504200000,60307,60334.2,60283.5,60294.8,52.021,3136819.1011
1714504260000,60294.8,60299.8,60222.2,60234.8,122.168,7361357.4397
1714504320000,60234.8,60239,60097.3,60115.4,121.263,7295850.5587
1714504380000,60115.4,60147.7,60100,60104.1,123.597,7430882.1412
1714504440000,60104.1,60106.2,59911.1,59964.1,850.572,51027301.1794
1714504500000,59964.1,60017.7,59755.8,59840.4,1814.416,108606365.2226
1714504560000,59840.4,59885.8,59721.3,59738,756.653,45247171.7002
1714504620000,59738,59889.9,59690.2,59849,723.143,43232083.2626
1714504680000,59849,60070,59800,60050.5,478.222,28667599.3313
1714504740000,60050.5,60218,60050.4,60179.6,561.169,33754150.1591
1714504800000,60179.6,60190,60006.5,60089.9,408.516,24534814.7217
1714504860000,60089.9,60149,60003.1,60114.8,220.446,13248823.1249
1714504920000,60114.8,60122.8,59851.8,59861.9,400.26,23996559.8615
1714504980000,59861.9,59937.4,59843.2,59919.9,250.476,15002393.3183
1714505040000,59919.9,59968.2,59880.3,59952.1,161.206,9659606.1221
1714505100000,59952.1,60015.9,59802.6,60013.3,244.984,14678718.3523
1714505160000,60013.3,60049.4,59916.6,59916.6,202.441,12148695.5106
1714505220000,59916.6,59949.5,59816.5,59910.5,104.284,6244094.8712
1714505280000,59910.5,59937.2,59872.7,59931.3,142.397,8530303.5179
1714505340000,59931.3,60021.6,59916,60018.8,81.742,4902256.0651
1714505400000,60018.8,60040.6,59926.9,59951.3,79.212,4750642.7563
1714505460000,59951.3,60179.8,59933.5,60164.3,137.739,8276828.87
1714505520000,60164.3,60179.9,60095.9,60108,110.21,6627521.302
1714505580000,60108,60148.9,60036.9,60042.3,175.208,10526845.5542
1714505640000,60042.3,60073.9,59997.5,60073.9,70.658,4241403.5554
1714505700000,60073.9,60142.5,60050.2,60112.3,204.806,12309242.6109
1714505760000,60112.3,60167.6,60093.6,60131.4,77.143,4638715.2355
1714505820000,60131.4,60131.8,60050.8,60122.9,73.79,4433836.1824
1714505880000,60122.9,60130.8,60087.6,60091.3,63.516,3818485.27
1714505940000,60091.3,60130.3,60091.2,60125.8,52.374,3148603.3819
1714506000000,60125.8,60204.2,60122.2,60188.1,202.635,12194484.8076
1714506060000,60188.1,60294.1,60175.2,60200,563.094,33921605.9758
1714506120000,60200,60227.1,60180.6,60192.6,44.719,2691996.2084
1714506180000,60192.6,60197,60084.2,60121.9,107.558,6467689.1752
