startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
1720031400000,60369.1,60391.3,60350.6,60353.5,32.307,1950085.2381
1720031460000,60353.5,60379.2,60352,60379.1,29.436,1776845.3163
1720031520000,60379.1,60386.6,60364,60364.1,30.449,1838360.1602
1720031580000,60364.1,60372,60357.6,60367.3,25.954,1566622.6894
1720031640000,60367.3,60379.7,60366,60379.7,7.001,422670.743
1720031700000,60379.7,60379.8,60345,60358.8,23.958,1446170.4937
1720031760000,60358.8,60376.6,60358.7,60376.6,5.136,310062.1089
1720031820000,60376.6,60383.8,60367.4,60382.8,31.988,1931274.2374
1720031880000,60382.8,60390.1,60351.1,60372.2,13.625,822541.2144
1720031940000,60372.2,60372.2,60358.8,60363.1,18.13,1094369.7737
1720032000000,60363.1,60363.1,60334,60334.1,15.705,947832.7604
1720032060000,60334.1,60364.4,60322.6,60364.4,30.41,1834763.6824
1720032120000,60364.4,60372.9,60364.3,60372.8,9.587,578786.2363
1720032180000,60372.8,60381.1,60372.8,60377.7,13.794,832848.9349
1720032240000,60377.7,60407.8,60377.6,60400.1,51.065,3084218.4406
1720032300000,60400.1,60405.5,60387.5,60401.4,7.188,434147.1558
1720032360000,60401.4,60414.4,60376.7,60376.7,26.874,1623337.2911
1720032420000,60376.7,60376.7,60274.2,60274.2,115.398,6959792.7931
1720032480000,60274.2,60290.2,60236,60243.5,71.095,4284673.5798
1720032540000,60243.5,60276.1,60232.8,60266.1,41.364,2492146.2959
1720032600000,60266.1,60274.4,60233.2,60248.9,29.959,1804852.3811
1720032660000,60248.9,60275.5,60248.9,60268.8,11.304,681267.2806
1720032720000,60268.8,60285.3,60252.9,60285.3,7.91,476747.0104
1720032780000,60285.3,60295.5,60253.2,60253.3,61.678,3717839.4779
1720032840000,60253.3,60262.9,60221,60252.4,204.792,12336776.2136
1720032900000,60252.4,60271.4,60236.7,60241.4,62.209,3748444.3896
1720032960000,60241.4,60243.3,60221,60243.2,59,3553771.5616
1720033020000,60243.2,60247.9,60215.9,60217.2,35.522,2139348.7352
1720033080000,60217.2,60226.5,60198,60226.4,41.225,2482257.9352
1720033140000,60226.4,60226.5,60210.1,60213.9,26.755,1611099.5029
1720033200000,60213.9,60214,60164.1,60185.8,125.001,7522945.702
1720033260000,60185.8,60186.7,60138,60168.3,138.37,8323353.8828
1720033320000,60168.3,60197.3,60167.3,60170.4,37.113,2233475.3949
1720033380000,60170.4,60170.4,60114.7,60118.6,137.72,8281493.0711
1720033440000,60118.6,60126,60032.3,60035.3,233.123,14002106.5344
1720033500000,60035.3,60079.2,60035.3,60066.8,63.992,3843407.6716
1720033560000,60066.8,60131,60066.8,60111.4,119.034,7154378.8889
1720033620000,60111.4,60111.4,60011.3,60049.9,114.018,6846282.5648
1720033680000,60049.9,60093.1,60049.8,60093.1,87.124,5233457.491
1720033740000,60093.1,60107.4,60066.9,60080.1,41.803,2511522.068
1720033800000,60080.1,60194,60050.4,60190.9,145.854,8767712.9316
1720033860000,60190.9,60209.1,60125.8,60178.5,127.937,7699485.0658
1720033920000,60178.5,60182,60091.9,60112,62.719,3770443.6092
1720033980000,60112,60149.2,60100.6,60131,89.257,5366224.9925
1720034040000,60131,60131,60100.1,60115.1,16.092,967236.5401
1720034100000,60115.1,60143.4,60112.9,60116.4,32.17,1934331.0899
1720034160000,60116.4,60117.7,60022.1,60050,92.191,5536692.1665
1720034220000,60050,60078.3,59977.6,60020,191.036,11465615.0983
1720034280000,60020,60059,60018.2,60030.8,63.321,3801349.1454
