timestamp,price_volatility,volume_volatility,change_price_volatility,change_volume_volatility
2021-11-20 00:00:00,16.5,,,
2021-11-20 00:01:00,48.5,5.9,32.0,
2021-11-20 00:02:00,12.0,6.44,-36.5,0.54
2021-11-20 00:03:00,0.5,1.62,-11.5,-4.82
2021-11-20 00:04:00,30.5,4.45,30.0,2.83
2021-11-20 00:05:00,0.5,7.45,-30.0,3.0
2021-11-20 00:06:00,0.5,1.56,0.0,-5.89
2021-11-20 00:07:00,51.0,8.27,50.5,6.71
2021-11-20 00:08:00,0.5,4.31,-50.5,-3.96
2021-11-20 00:09:00,51.0,24.36,50.5,20.05
2021-11-20 00:10:00,79.5,19.22,28.5,-5.14
2021-11-20 00:11:00,0.5,26.26,-79.0,7.04
2021-11-20 00:12:00,72.0,11.01,71.5,-15.25
2021-11-20 00:13:00,28.5,6.83,-43.5,-4.18
2021-11-20 00:14:00,0.5,1.65,-28.0,-5.18
2021-11-20 00:15:00,35.0,1.03,34.5,-0.62
2021-11-20 00:16:00,0.5,2.43,-34.5,1.4
2021-11-20 00:17:00,77.5,3.05,77.0,0.62
2021-11-20 00:18:00,22.5,2.53,-55.0,-0.52
2021-11-20 00:19:00,73.5,0.79,51.0,-1.74
2021-11-20 00:20:00,36.5,6.69,-37.0,5.9
2021-11-20 00:21:00,71.5,3.4,35.0,-3.29
2021-11-20 00:22:00,24.0,3.71,-47.5,0.31
2021-11-20 00:23:00,31.5,1.65,7.5,-2.06
2021-11-20 00:24:00,37.0,7.54,5.5,5.89
2021-11-20 00:25:00,34.5,14.08,-2.5,6.54
2021-11-20 00:26:00,2.5,22.87,-32.0,8.79
2021-11-20 00:27:00,48.0,7.18,45.5,-15.69
2021-11-20 00:28:00,2.0,2.9,-46.0,-4.28
2021-11-20 00:29:00,36.0,5.16,34.0,2.26
2021-11-20 00:30:00,38.5,5.31,2.5,0.15
2021-11-20 00:31:00,70.5,2.58,32.0,-2.73
2021-11-20 00:32:00,10.0,2.46,-60.5,-0.12
2021-11-20 00:33:00,25.5,4.21,15.5,1.75
2021-11-20 00:34:00,21.5,3.22,-4.0,-0.99
2021-11-20 00:35:00,19.5,12.65,-2.0,9.43
2021-11-20 00:36:00,19.0,13.7,-0.5,1.05
2021-11-20 00:37:00,0.5,2.85,-18.5,-10.85
2021-11-20 00:38:00,56.5,7.47,56.0,4.62
2021-11-20 00:39:00,25.5,2.94,-31.0,-4.53
2021-11-20 00:40:00,0.5,7.6,-25.0,4.66
2021-11-20 00:41:00,1.5,2.4,1.0,-5.2
2021-11-20 00:42:00,78.5,10.5,77.0,8.1
2021-11-20 00:43:00,10.5,2.72,-68.0,-7.78
2021-11-20 00:44:00,0.5,6.82,-10.0,4.1
2021-11-20 00:45:00,10.5,1.59,10.0,-5.23
2021-11-20 00:46:00,11.0,0.63,0.5,-0.96
2021-11-20 00:47:00,21.5,0.37,10.5,-0.26
2021-11-20 00:48:00,0.5,3.42,-21.0,3.05
2021-11-20 00:49:00,8.5,3.15,8.0,-0.27
2021-11-20 00:50:00,47.0,16.18,38.5,13.03
2021-11-20 00:51:00,1.0,6.9,-46.0,-9.28
2021-11-20 00:52:00,31.0,10.96,30.0,4.06
2021-11-20 00:53:00,4.5,0.18,-26.5,-10.78
2021-11-20 00:54:00,20.5,4.33,16.0,4.15
2021-11-20 00:55:00,1.0,5.07,-19.5,0.74
2021-11-20 00:56:00,42.0,41.57,41.0,36.5
2021-11-20 00:57:00,0.5,14.99,-41.5,-26.58
2021-11-20 00:58:00,61.5,20.44,61.0,5.45
2021-11-20 00:59:00,17.0,1.0,-44.5,-19.44
2021-11-20 01:00:00,79.0,15.56,62.0,14.56
2021-11-20 01:01:00,154.5,62.46,75.5,46.9
2021-11-20 01:02:00,55.5,69.99,-99.0,7.53
2021-11-20 01:03:00,18.5,2.68,-37.0,-67.31
2021-11-20 01:04:00,6.5,8.19,-12.0,5.51
2021-11-20 01:05:00,25.5,1.92,19.0,-6.27
2021-11-20 01:06:00,28.5,0.06,3.0,-1.86
2021-11-20 01:07:00,0.5,3.73,-28.0,3.67
2021-11-20 01:08:00,40.0,4.07,39.5,0.34
2021-11-20 01:09:00,6.0,4.31,-34.0,0.24
2021-11-20 01:10:00,19.0,0.41,13.0,-3.9
2021-11-20 01:11:00,0.5,0.13,-18.5,-0.28
2021-11-20 01:12:00,0.5,0.39,0.0,0.26
2021-11-20 01:13:00,47.0,5.45,46.5,5.06
2021-11-20 01:14:00,45.0,0.69,-2.0,-4.76
2021-11-20 01:15:00,0.5,2.71,-44.5,2.02
2021-11-20 01:16:00,16.0,0.25,15.5,-2.46
