timestamp,price_volatility,volume_volatility,change_price_volatility,change_volume_volatility
2020-11-23 00:00:00,6.0,,,
2020-11-23 00:01:00,8.5,3.49,2.5,
2020-11-23 00:02:00,0.5,13.78,-8.0,10.29
2020-11-23 00:03:00,38.0,29.58,37.5,15.8
2020-11-23 00:04:00,30.5,25.42,-7.5,-4.16
2020-11-23 00:05:00,7.5,3.97,-23.0,-21.45
2020-11-23 00:06:00,13.5,1.31,6.0,-2.66
2020-11-23 00:07:00,20.0,15.6,6.5,14.29
2020-11-23 00:08:00,18.5,1.83,-1.5,-13.77
2020-11-23 00:09:00,18.5,28.25,0.0,26.42
2020-11-23 00:10:00,12.5,40.27,-6.0,12.02
2020-11-23 00:11:00,12.5,7.08,0.0,-33.19
2020-11-23 00:12:00,4.5,9.69,-8.0,2.61
2020-11-23 00:13:00,25.0,0.07,20.5,-9.62
2020-11-23 00:14:00,9.0,7.92,-16.0,7.85
2020-11-23 00:15:00,13.0,7.47,4.0,-0.45
2020-11-23 00:16:00,12.0,6.74,-1.0,-0.73
2020-11-23 00:17:00,9.5,9.01,-2.5,2.27
2020-11-23 00:18:00,10.0,0.72,0.5,-8.29
2020-11-23 00:19:00,12.0,0.18,2.0,-0.54
2020-11-23 00:20:00,6.5,2.67,-5.5,2.49
2020-11-23 00:21:00,11.5,11.52,5.0,8.85
2020-11-23 00:22:00,8.5,1.69,-3.0,-9.83
2020-11-23 00:23:00,3.0,12.47,-5.5,10.78
2020-11-23 00:24:00,22.0,10.92,19.0,-1.55
2020-11-23 00:25:00,14.0,8.3,-8.0,-2.62
2020-11-23 00:26:00,7.0,0.74,-7.0,-7.56
2020-11-23 00:27:00,1.0,1.33,-6.0,0.59
2020-11-23 00:28:00,16.5,5.06,15.5,3.73
2020-11-23 00:29:00,0.5,5.53,-16.0,0.47
2020-11-23 00:30:00,27.5,4.05,27.0,-1.48
2020-11-23 00:31:00,15.0,1.03,-12.5,-3.02
2020-11-23 00:32:00,24.0,7.04,9.0,6.01
2020-11-23 00:33:00,19.0,5.34,-5.0,-1.7
2020-11-23 00:34:00,8.5,4.99,-10.5,-0.35
2020-11-23 00:35:00,4.5,6.22,-4.0,1.23
2020-11-23 00:36:00,10.5,16.33,6.0,10.11
2020-11-23 00:37:00,6.0,14.28,-4.5,-2.05
2020-11-23 00:38:00,10.5,4.19,4.5,-10.09
2020-11-23 00:39:00,17.5,0.79,7.0,-3.4
2020-11-23 00:40:00,34.0,5.94,16.5,5.15
2020-11-23 00:41:00,7.0,2.27,-27.0,-3.67
2020-11-23 00:42:00,10.5,7.59,3.5,5.32
2020-11-23 00:43:00,7.0,10.2,-3.5,2.61
2020-11-23 00:44:00,16.5,1.77,9.5,-8.43
2020-11-23 00:45:00,9.5,0.64,-7.0,-1.13
2020-11-23 00:46:00,13.0,4.1,3.5,3.46
2020-11-23 00:47:00,22.0,4.16,9.0,0.06
2020-11-23 00:48:00,5.5,9.15,-16.5,4.99
2020-11-23 00:49:00,14.0,3.36,8.5,-5.79
2020-11-23 00:50:00,4.5,9.53,-9.5,6.17
2020-11-23 00:51:00,14.0,12.62,9.5,3.09
2020-11-23 00:52:00,17.5,0.11,3.5,-12.51
2020-11-23 00:53:00,16.0,0.79,-1.5,0.68
2020-11-23 00:54:00,25.5,0.46,9.5,-0.33
2020-11-23 00:55:00,6.5,2.35,-19.0,1.89
2020-11-23 00:56:00,4.0,0.73,-2.5,-1.62
2020-11-23 00:57:00,8.5,3.7,4.5,2.97
2020-11-23 00:58:00,8.0,1.56,-0.5,-2.14
2020-11-23 00:59:00,5.0,0.52,-3.0,-1.04
2020-11-23 01:00:00,9.0,2.84,4.0,2.32
2020-11-23 01:01:00,2.0,6.37,-7.0,3.53
2020-11-23 01:02:00,11.5,1.82,9.5,-4.55
2020-11-23 01:03:00,0.5,3.04,-11.0,1.22
2020-11-23 01:04:00,10.0,16.12,9.5,13.08
2020-11-23 01:05:00,8.5,6.56,-1.5,-9.56
2020-11-23 01:06:00,0.5,7.67,-8.0,1.11
2020-11-23 01:07:00,12.0,2.48,11.5,-5.19
2020-11-23 01:08:00,19.5,9.87,7.5,7.39
2020-11-23 01:09:00,12.5,14.52,-7.0,4.65
2020-11-23 01:10:00,3.5,0.56,-9.0,-13.96
2020-11-23 01:11:00,2.5,0.17,-1.0,-0.39
2020-11-23 01:12:00,9.0,0.18,6.5,0.01
2020-11-23 01:13:00,4.0,1.72,-5.0,1.54
2020-11-23 01:14:00,8.0,0.94,4.0,-0.78
2020-11-23 01:15:00,1.5,3.03,-6.5,2.09
2020-11-23 01:16:00,7.5,25.34,6.0,22.31
2020-11-23 01:17:00,8.0,15.61,0.5,-9.73
2020-11-23 01:18:00,3.0,0.97,-5.0,-14.64
2020-11-23 01:19:00,7.5,8.23,4.5,7.26
2020-11-23 01:20:00,0.5,1.1,-7.0,-7.13
2020-11-23 01:21:00,6.5,19.09,6.0,17.99
2020-11-23 01:22:00,22.0,2.79,15.5,-16.3
2020-11-23 01:23:00,6.0,2.86,-16.0,0.07
2020-11-23 01:24:00,13.5,14.67,7.5,11.81
2020-11-23 01:25:00,7.0,4.41,-6.5,-10.26
2020-11-23 01:26:00,5.0,0.77,-2.0,-3.64
2020-11-23 01:27:00,13.0,17.13,8.0,16.36
2020-11-23 01:28:00,7.5,13.29,-5.5,-3.84
2020-11-23 01:29:00,14.5,2.91,7.0,-10.38
2020-11-23 01:30:00,15.0,14.48,0.5,11.57
2020-11-23 01:31:00,1.0,15.37,-14.0,0.89
2020-11-23 01:32:00,0.5,7.97,-0.5,-7.4
2020-11-23 01:33:00,4.5,4.29,4.0,-3.68
2020-11-23 01:34:00,5.0,0.61,0.5,-3.68
2020-11-23 01:35:00,13.0,21.76,8.0,21.15
2020-11-23 01:36:00,16.5,16.93,3.5,-4.83
2020-11-23 01:37:00,14.0,7.39,-2.5,-9.54
2020-11-23 01:38:00,5.5,1.09,-8.5,-6.3
2020-11-23 01:39:00,17.0,0.59,11.5,-0.5
2020-11-23 01:40:00,19.0,24.12,2.0,23.53
2020-11-23 01:41:00,9.5,19.53,-9.5,-4.59
2020-11-23 01:42:00,3.0,0.78,-6.5,-18.75
2020-11-23 01:43:00,1.0,6.5,-2.0,5.72
2020-11-23 01:44:00,15.5,41.34,14.5,34.84
2020-11-23 01:45:00,15.5,2.66,0.0,-38.68
2020-11-23 01:46:00,37.0,7.05,21.5,4.39
2020-11-23 01:47:00,12.0,23.18,-25.0,16.13
2020-11-23 01:48:00,11.0,18.23,-1.0,-4.95
2020-11-23 01:49:00,12.0,6.29,1.0,-11.94
2020-11-23 01:50:00,5.5,6.14,-6.5,-0.15
2020-11-23 01:51:00,8.5,3.63,3.0,-2.51
2020-11-23 01:52:00,14.5,0.37,6.0,-3.26
2020-11-23 01:53:00,13.0,15.45,-1.5,15.08
2020-11-23 01:54:00,1.0,17.91,-12.0,2.46
2020-11-23 01:55:00,29.5,47.7,28.5,29.79
2020-11-23 01:56:00,17.0,40.34,-12.5,-7.36
2020-11-23 01:57:00,16.0,1.61,-1.0,-38.73
2020-11-23 01:58:00,6.5,0.68,-9.5,-0.93
2020-11-23 01:59:00,0.0,5.87,-6.5,5.19
2020-11-23 02:00:00,13.0,7.52,13.0,1.65
2020-11-23 02:01:00,9.5,5.5,-3.5,-2.02
2020-11-23 02:02:00,3.5,1.77,-6.0,-3.73
2020-11-23 02:03:00,22.5,9.17,19.0,7.4
2020-11-23 02:04:00,9.5,8.13,-13.0,-1.04
2020-11-23 02:05:00,38.5,74.5,29.0,66.37
2020-11-23 02:06:00,13.0,86.15,-25.5,11.65
2020-11-23 02:07:00,9.5,2.33,-3.5,-83.82
2020-11-23 02:08:00,13.5,12.88,4.0,10.55
2020-11-23 02:09:00,18.5,12.74,5.0,-0.14
2020-11-23 02:10:00,11.0,5.46,-7.5,-7.28
2020-11-23 02:11:00,12.0,1.76,1.0,-3.7
2020-11-23 02:12:00,0.5,9.77,-11.5,8.01
2020-11-23 02:13:00,4.0,1.9,3.5,-7.87
2020-11-23 02:14:00,3.0,2.88,-1.0,0.98
2020-11-23 02:15:00,6.0,0.11,3.0,-2.77
2020-11-23 02:16:00,44.0,40.22,38.0,40.11
2020-11-23 02:17:00,33.5,30.55,-10.5,-9.67
2020-11-23 02:18:00,3.5,33.95,-30.0,3.4
2020-11-23 02:19:00,0.5,34.62,-3.0,0.67
2020-11-23 02:20:00,19.0,9.03,18.5,-25.59
2020-11-23 02:21:00,31.0,0.27,12.0,-8.76
2020-11-23 02:22:00,6.5,16.73,-24.5,16.46
2020-11-23 02:23:00,23.0,11.98,16.5,-4.75
2020-11-23 02:24:00,1.5,13.78,-21.5,1.8
2020-11-23 02:25:00,8.5,9.17,7.0,-4.61
2020-11-23 02:26:00,7.0,6.27,-1.5,-2.9
2020-11-23 02:27:00,7.0,4.22,0.0,-2.05
2020-11-23 02:28:00,7.5,1.66,0.5,-2.56
2020-11-23 02:29:00,8.5,7.16,1.0,5.5
2020-11-23 02:30:00,9.0,0.29,0.5,-6.87
2020-11-23 02:31:00,28.5,24.28,19.5,23.99
2020-11-23 02:32:00,30.5,12.98,2.0,-11.3
2020-11-23 02:33:00,25.5,15.17,-5.0,2.19
2020-11-23 02:34:00,7.0,27.6,-18.5,12.43
2020-11-23 02:35:00,9.5,5.79,2.5,-21.81
2020-11-23 02:36:00,5.0,2.53,-4.5,-3.26
2020-11-23 02:37:00,6.5,2.56,1.5,0.03
2020-11-23 02:38:00,2.5,0.55,-4.0,-2.01
2020-11-23 02:39:00,2.0,6.21,-0.5,5.66
2020-11-23 02:40:00,22.5,9.37,20.5,3.16
2020-11-23 02:41:00,11.0,9.3,-11.5,-0.07
2020-11-23 02:42:00,9.5,0.98,-1.5,-8.32
2020-11-23 02:43:00,7.0,1.55,-2.5,0.57
2020-11-23 02:44:00,0.0,5.06,-7.0,3.51
2020-11-23 02:45:00,20.5,9.91,20.5,4.85
2020-11-23 02:46:00,37.0,4.28,16.5,-5.63
2020-11-23 02:47:00,2.5,5.01,-34.5,0.73
2020-11-23 02:48:00,3.5,0.42,1.0,-4.59
2020-11-23 02:49:00,10.0,0.19,6.5,-0.23
2020-11-23 02:50:00,3.5,0.48,-6.5,0.29
2020-11-23 02:51:00,0.0,0.47,-3.5,-0.01
2020-11-23 02:52:00,0.5,0.4,0.5,-0.07
2020-11-23 02:53:00,18.0,7.84,17.5,7.44
2020-11-23 02:54:00,4.0,4.81,-14.0,-3.03
2020-11-23 02:55:00,4.5,0.42,0.5,-4.39
2020-11-23 02:56:00,7.5,0.33,3.0,-0.09
2020-11-23 02:57:00,0.5,0.51,-7.0,0.18
2020-11-23 02:58:00,7.5,7.01,7.0,6.5
2020-11-23 02:59:00,6.5,8.75,-1.0,1.74
2020-11-23 03:00:00,0.5,0.4,-6.0,-8.35
2020-11-23 03:01:00,0.5,4.6,0.0,4.2
2020-11-23 03:02:00,7.0,0.24,6.5,-4.36
2020-11-23 03:03:00,12.5,2.14,5.5,1.9
2020-11-23 03:04:00,3.0,2.63,-9.5,0.49
2020-11-23 03:05:00,0.5,0.12,-2.5,-2.51
2020-11-23 03:06:00,17.0,7.52,16.5,7.4
2020-11-23 03:07:00,8.5,5.95,-8.5,-1.57
2020-11-23 03:08:00,8.5,1.29,0.0,-4.66
2020-11-23 03:09:00,9.0,10.13,0.5,8.84
2020-11-23 03:10:00,3.5,10.47,-5.5,0.34
2020-11-23 03:11:00,5.5,0.59,2.0,-9.88
2020-11-23 03:12:00,8.5,6.9,3.0,6.31
2020-11-23 03:13:00,10.0,7.18,1.5,0.28
2020-11-23 03:14:00,6.5,4.79,-3.5,-2.39
2020-11-23 03:15:00,2.5,2.61,-4.0,-2.18
2020-11-23 03:16:00,7.0,0.85,4.5,-1.76
2020-11-23 03:17:00,0.0,3.33,-7.0,2.48
2020-11-23 03:18:00,11.5,0.62,11.5,-2.71
2020-11-23 03:19:00,9.0,0.44,-2.5,-0.18
