startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
1612463400000,37380,37412.5,37304,37306,30.272,1129327.232
1612463460000,37306,37333.5,37306,37319,35.678,1331467.282
1612463520000,37308.5,37323,37298.5,37314,3.414,127389.996
1612463580000,37314,37314,37282.5,37284.5,5.865,218673.5925
1612463640000,37284.5,37286.5,37275,37286.5,3.349,124872.4885
1612463700000,37286.5,37318,37286.5,37298,3.457,128939.186
1612463760000,37298,37298,37257,37257,2.566,95601.462
1612463820000,37257,37273.5,37217,37217,3.304,122964.968
1612463880000,37217,37241,37217,37241,4.658,173468.578
1612463940000,37241.5,37258,37241.5,37249.5,1.636,60940.182
1612464000000,37249.5,37249.5,37170.5,37171.5,31.232,1160940.288
1612464060000,37171.5,37201.5,37171,37182,2.309,85853.238
1612464120000,37182,37182.5,37171.5,37171.5,5.836,216932.874
1612464180000,37171.5,37195,37159,37168,4.158,154544.544
1612464240000,37168,37171.5,37117,37130.5,7.987,296561.3035
1612464300000,37130.5,37160,37130.5,37156,1.374,51052.344
1612464360000,37156,37156,36940,36956,107.353,3967337.468
1612464420000,36956,37050,36956,36980,26.526,980931.48
1612464480000,36980,36984.5,36980,36984.5,2.038,75374.411
1612464540000,36984.5,36984.5,36950,36977,9.392,347287.984
1612464600000,36977,37050,36977,37050,13.59,503509.5
1612464660000,37050,37062.5,37008.5,37029,8.766,324596.214
1612464720000,37029,37029,37010,37010,1.815,67173.15
1612464780000,37010,37030.5,37008.5,37030,4.64,171819.2
1612464840000,37030,37067.5,37010.5,37062,7.76,287601.12
1612464900000,37062,37147,37062,37147,12.523,465191.881
1612464960000,37147,37156,37116.5,37116.5,21.01,779817.665
1612465020000,37116.5,37147.5,37116.5,37144,20.434,759000.496
1612465080000,37144,37145,37108,37108,4.127,153144.716
1612465140000,37108,37160,37103,37153,8.78,326203.34
1612465200000,37153,37227.5,37152.5,37196,11.041,410681.036
1612465260000,37196,37241.5,37196,37241.5,9.406,350293.549
1612465320000,37241.5,37242.5,37236,37236.5,13.436,500309.614
1612465380000,37236.5,37275,37220,37220,30.077,1119465.94
1612465440000,37220,37243,37220,37225.5,3.75,139595.625
1612465500000,37225.5,37237.5,37196.5,37196.5,8.791,326994.4315
1612465560000,37196.5,37196.5,37190,37190,2.927,108855.13
1612465620000,37190,37223.5,37189.5,37199.5,14.567,541885.1165
1612465680000,37199.5,37199.5,37143.5,37143.5,6.915,256847.3025
1612465740000,37143.5,37145,37040.5,37041,8.651,320441.691
1612465800000,37041,37076,37014,37014,19.684,728583.576
1612465860000,37014,37029,37011,37028,5.311,196655.708
1612465920000,37028,37069,37028,37068.5,3.226,119582.981
1612465980000,37068.5,37092.5,37068.5,37081.5,5.395,200054.6925
1612466040000,37081.5,37106,37081.5,37106,5.684,210910.504
1612466100000,37106,37133,37090.5,37133,8.725,323985.425
1612466160000,37133,37134,37120,37129.5,2.538,94234.671
1612466220000,37129.5,37257.5,37129.5,37257.5,10.368,386285.76
1612466280000,37257.5,37257.5,37196,37196,7.497,278858.412
1612466340000,37196,37196,37122.5,37122.5,11.189,415363.6525
1612466400000,37122.5,37168.5,37122.5,37162,4.463,165854.006
1612466460000,37161,37199,37147,37197.5,2.781,103446.2475
1612466520000,37197.5,37229,37194,37229,5.165,192287.785
1612466580000,37229,37240,37229,37238,12.75,474784.5
1612466640000,37238,37264,37238,37263.5,5.137,191422.5995
1612466700000,37263.5,37270,37252.5,37255,4.666,173831.83
1612466760000,37255,37255.5,37249,37255,11.646,433871.73
1612466820000,37255.5,37272,37255.5,37255.5,1.615,60167.6325
1612466880000,37255.5,37255.5,37204.5,37204.5,16.206,602936.127
1612466940000,37204.5,37255,37204.5,37241.5,6.891,256631.1765
