timestamp,price_volatility,volume_volatility,change_price_volatility,change_volume_volatility
2022-02-09 00:00:00,40.0,,,
2022-02-09 00:01:00,42.0,4.25,2.0,
2022-02-09 00:02:00,30.0,2.2,-12.0,-2.05
2022-02-09 00:03:00,40.0,68.31,10.0,66.11
2022-02-09 00:04:00,18.0,73.79,-22.0,5.48
2022-02-09 00:05:00,56.0,12.23,38.0,-61.56
2022-02-09 00:06:00,14.5,11.26,-41.5,-0.97
2022-02-09 00:07:00,6.5,6.8,-8.0,-4.46
2022-02-09 00:08:00,57.0,18.3,50.5,11.5
2022-02-09 00:09:00,78.0,5.26,21.0,-13.04
2022-02-09 00:10:00,28.5,11.83,-49.5,6.57
2022-02-09 00:11:00,31.0,6.18,2.5,-5.65
2022-02-09 00:12:00,23.5,15.03,-7.5,8.85
2022-02-09 00:13:00,39.5,5.75,16.0,-9.28
2022-02-09 00:14:00,0.5,1.43,-39.0,-4.32
2022-02-09 00:15:00,18.5,17.31,18.0,15.88
2022-02-09 00:16:00,51.5,1.17,33.0,-16.14
2022-02-09 00:17:00,19.5,15.55,-32.0,14.38
2022-02-09 00:18:00,0.5,10.38,-19.0,-5.17
2022-02-09 00:19:00,16.5,4.41,16.0,-5.97
2022-02-09 00:20:00,38.5,16.66,22.0,12.25
2022-02-09 00:21:00,81.5,33.37,43.0,16.71
2022-02-09 00:22:00,76.5,42.36,-5.0,8.99
2022-02-09 00:23:00,58.5,14.38,-18.0,-27.98
2022-02-09 00:24:00,24.0,10.65,-34.5,-3.73
2022-02-09 00:25:00,59.5,20.09,35.5,9.44
2022-02-09 00:26:00,10.0,39.52,-49.5,19.43
2022-02-09 00:27:00,33.0,17.57,23.0,-21.95
2022-02-09 00:28:00,49.0,9.75,16.0,-7.82
2022-02-09 00:29:00,31.5,12.6,-17.5,2.85
2022-02-09 00:30:00,44.5,4.23,13.0,-8.37
2022-02-09 00:31:00,42.5,39.86,-2.0,35.63
2022-02-09 00:32:00,41.5,29.14,-1.0,-10.72
2022-02-09 00:33:00,28.0,5.57,-13.5,-23.57
2022-02-09 00:34:00,67.0,11.84,39.0,6.27
2022-02-09 00:35:00,46.0,29.62,-21.0,17.78
2022-02-09 00:36:00,0.5,36.04,-45.5,6.42
2022-02-09 00:37:00,47.5,8.27,47.0,-27.77
2022-02-09 00:38:00,22.5,1.45,-25.0,-6.82
2022-02-09 00:39:00,60.0,0.95,37.5,-0.5
2022-02-09 00:40:00,27.5,8.48,-32.5,7.53
2022-02-09 00:41:00,39.0,9.89,11.5,1.41
2022-02-09 00:42:00,0.5,31.19,-38.5,21.3
2022-02-09 00:43:00,22.0,8.24,21.5,-22.95
2022-02-09 00:44:00,3.0,9.95,-19.0,1.71
2022-02-09 00:45:00,7.5,3.87,4.5,-6.08
2022-02-09 00:46:00,44.5,24.25,37.0,20.38
2022-02-09 00:47:00,43.5,16.89,-1.0,-7.36
2022-02-09 00:48:00,10.5,10.7,-33.0,-6.19
2022-02-09 00:49:00,74.5,38.95,64.0,28.25
2022-02-09 00:50:00,7.5,25.63,-67.0,-13.32
2022-02-09 00:51:00,53.5,3.51,46.0,-22.12
2022-02-09 00:52:00,123.5,22.35,70.0,18.84
2022-02-09 00:53:00,53.5,15.48,-70.0,-6.87
2022-02-09 00:54:00,43.0,28.39,-10.5,12.91
2022-02-09 00:55:00,48.5,4.1,5.5,-24.29
2022-02-09 00:56:00,114.5,95.06,66.0,90.96
2022-02-09 00:57:00,35.0,28.34,-79.5,-66.72
2022-02-09 00:58:00,60.0,35.02,25.0,6.68
2022-02-09 00:59:00,48.5,14.56,-11.5,-20.46
2022-02-09 01:00:00,150.5,10.26,102.0,-4.3
2022-02-09 01:01:00,63.5,3.13,-87.0,-7.13
2022-02-09 01:02:00,57.5,26.89,-6.0,23.76
2022-02-09 01:03:00,76.5,50.32,19.0,23.43
2022-02-09 01:04:00,13.5,34.27,-63.0,-16.05
2022-02-09 01:05:00,78.0,35.48,64.5,1.21
2022-02-09 01:06:00,66.5,35.37,-11.5,-0.11
2022-02-09 01:07:00,75.5,48.93,9.0,13.56
2022-02-09 01:08:00,52.0,5.12,-23.5,-43.81
2022-02-09 01:09:00,65.5,18.28,13.5,13.16
2022-02-09 01:10:00,46.5,19.76,-19.0,1.48
2022-02-09 01:11:00,17.5,29.07,-29.0,9.31
2022-02-09 01:12:00,15.5,4.26,-2.0,-24.81
2022-02-09 01:13:00,9.0,2.88,-6.5,-1.38
2022-02-09 01:14:00,55.5,1.54,46.5,-1.34
2022-02-09 01:15:00,50.5,2.18,-5.0,0.64
2022-02-09 01:16:00,46.0,7.93,-4.5,5.75
2022-02-09 01:17:00,57.0,1.25,11.0,-6.68
2022-02-09 01:18:00,25.0,7.08,-32.0,5.83
2022-02-09 01:19:00,73.5,9.8,48.5,2.72
2022-02-09 01:20:00,146.0,46.88,72.5,37.08
2022-02-09 01:21:00,39.0,34.4,-107.0,-12.48
2022-02-09 01:22:00,32.5,15.26,-6.5,-19.14
2022-02-09 01:23:00,45.0,10.86,12.5,-4.4
2022-02-09 01:24:00,93.5,26.09,48.5,15.23
2022-02-09 01:25:00,16.5,13.06,-77.0,-13.03
2022-02-09 01:26:00,46.5,35.21,30.0,22.15
2022-02-09 01:27:00,35.5,34.8,-11.0,-0.41
2022-02-09 01:28:00,4.5,13.76,-31.0,-21.04
2022-02-09 01:29:00,26.0,2.94,21.5,-10.82
2022-02-09 01:30:00,59.0,8.34,33.0,5.4
2022-02-09 01:31:00,46.0,7.49,-13.0,-0.85
2022-02-09 01:32:00,18.0,7.82,-28.0,0.33
2022-02-09 01:33:00,48.0,40.42,30.0,32.6
2022-02-09 01:34:00,48.0,13.06,0.0,-27.36
2022-02-09 01:35:00,28.5,4.75,-19.5,-8.31
2022-02-09 01:36:00,25.5,14.2,-3.0,9.45
2022-02-09 01:37:00,49.5,10.34,24.0,-3.86
2022-02-09 01:38:00,52.5,8.77,3.0,-1.57
2022-02-09 01:39:00,78.0,8.16,25.5,-0.61
2022-02-09 01:40:00,34.5,6.36,-43.5,-1.8
2022-02-09 01:41:00,14.5,39.89,-20.0,33.53
2022-02-09 01:42:00,9.0,9.86,-5.5,-30.03
2022-02-09 01:43:00,30.5,3.12,21.5,-6.74
2022-02-09 01:44:00,89.5,92.73,59.0,89.61
2022-02-09 01:45:00,50.5,7.29,-39.0,-85.44
2022-02-09 01:46:00,99.5,50.84,49.0,43.55
2022-02-09 01:47:00,17.0,42.62,-82.5,-8.22
2022-02-09 01:48:00,65.0,5.82,48.0,-36.8
2022-02-09 01:49:00,44.5,48.56,-20.5,42.74
2022-02-09 01:50:00,60.5,1.33,16.0,-47.23
2022-02-09 01:51:00,35.5,68.34,-25.0,67.01
2022-02-09 01:52:00,34.0,16.75,-1.5,-51.59
2022-02-09 01:53:00,27.0,0.5,-7.0,-16.25
2022-02-09 01:54:00,33.5,8.11,6.5,7.61
2022-02-09 01:55:00,43.0,0.42,9.5,-7.69
2022-02-09 01:56:00,156.0,186.79,113.0,186.37
2022-02-09 01:57:00,50.5,129.56,-105.5,-57.23
2022-02-09 01:58:00,38.0,1.15,-12.5,-128.41
2022-02-09 01:59:00,161.5,243.3,123.5,242.15
2022-02-09 02:00:00,129.0,139.0,-32.5,-104.3
2022-02-09 02:01:00,197.0,244.19,68.0,105.19
2022-02-09 02:02:00,100.5,165.88,-96.5,-78.31
2022-02-09 02:03:00,112.0,119.21,11.5,-46.67
2022-02-09 02:04:00,99.0,51.0,-13.0,-68.21
2022-02-09 02:05:00,94.0,64.81,-5.0,13.81
2022-02-09 02:06:00,73.0,34.84,-21.0,-29.97
2022-02-09 02:07:00,105.5,63.46,32.5,28.62
2022-02-09 02:08:00,93.5,208.78,-12.0,145.32
2022-02-09 02:09:00,107.5,115.18,14.0,-93.6
2022-02-09 02:10:00,75.0,88.83,-32.5,-26.35
2022-02-09 02:11:00,73.0,34.03,-2.0,-54.8
2022-02-09 02:12:00,42.0,33.17,-31.0,-0.86
2022-02-09 02:13:00,10.5,21.82,-31.5,-11.35
2022-02-09 02:14:00,60.5,56.76,50.0,34.94
2022-02-09 02:15:00,108.0,11.57,47.5,-45.19
2022-02-09 02:16:00,65.0,59.15,-43.0,47.58
2022-02-09 02:17:00,15.0,15.71,-50.0,-43.44
