timestamp,open,high,low,close,volume,turnover
2021-04-25 00:00:00,50666.5,50700.0,50666.5,50677.5,2.052,103990.23
2021-04-25 00:01:00,50677.5,50687.0,50667.0,50667.5,3.79,192029.825
2021-04-25 00:02:00,50667.5,50667.5,50632.0,50632.5,4.476,226631.07
2021-04-25 00:03:00,50632.5,50636.5,50619.5,50636.0,9.757,494055.452
2021-04-25 00:04:00,50636.0,50647.0,50636.0,50647.0,2.073,104991.231
2021-04-25 00:05:00,50647.0,50650.5,50609.0,50609.0,8.956,453254.204
2021-04-25 00:06:00,50609.0,50636.5,50608.5,50619.5,6.671,337682.6845
2021-04-25 00:07:00,50619.5,50619.5,50568.0,50574.5,15.899,804083.9755
2021-04-25 00:08:00,50574.5,50600.0,50568.5,50599.5,11.529,583361.6355
2021-04-25 00:09:00,50599.5,50599.5,50580.0,50590.0,1.138,57571.42
2021-04-25 00:10:00,50590.0,50600.0,50586.0,50586.5,1.901,96164.9365
2021-04-25 00:11:00,50586.5,50633.5,50586.5,50603.0,25.257,1278079.971
2021-04-25 00:12:00,50603.0,50631.0,50602.5,50631.0,4.225,213915.975
2021-04-25 00:13:00,50631.0,50631.5,50608.5,50630.0,5.353,271022.39
2021-04-25 00:14:00,50630.0,50690.0,50630.0,50690.0,5.039,255426.91
2021-04-25 00:15:00,50690.0,50710.5,50680.0,50680.0,4.947,250713.96
2021-04-25 00:16:00,50680.0,50680.0,50629.5,50629.5,5.216,264083.472
2021-04-25 00:17:00,50629.5,50630.0,50566.0,50566.0,16.145,816388.07
2021-04-25 00:18:00,50566.0,50566.0,50510.0,50520.5,35.133,1774936.7265
2021-04-25 00:19:00,50520.5,50585.0,50520.5,50552.0,4.496,227281.792
2021-04-25 00:20:00,50552.0,50600.0,50552.0,50599.5,5.855,296260.0725
2021-04-25 00:21:00,50599.5,50645.0,50599.5,50645.0,11.611,588039.095
2021-04-25 00:22:00,50645.0,50645.0,50587.5,50587.5,2.412,122017.05
2021-04-25 00:23:00,50587.5,50617.0,50587.5,50616.5,0.756,38266.074
2021-04-25 00:24:00,50616.5,50618.0,50616.5,50618.0,3.651,184806.318
2021-04-25 00:25:00,50618.0,50618.5,50618.0,50618.0,0.733,37102.994
2021-04-25 00:26:00,50618.0,50619.0,50588.5,50588.5,3.277,165778.5145
2021-04-25 00:27:00,50588.5,50589.0,50588.5,50589.0,2.087,105579.243
2021-04-25 00:28:00,50589.0,50589.0,50567.5,50567.5,5.814,293999.445
2021-04-25 00:29:00,50567.5,50567.5,50565.0,50565.0,3.464,175157.16
2021-04-25 00:30:00,50565.0,50566.5,50565.0,50566.5,0.649,32817.6585
2021-04-25 00:31:00,50566.5,50583.5,50566.5,50583.0,3.481,176079.423
2021-04-25 00:32:00,50583.0,50584.5,50580.0,50584.5,0.51,25798.095
2021-04-25 00:33:00,50584.5,50656.0,50584.5,50651.5,25.614,1297387.521
2021-04-25 00:34:00,50651.5,50654.5,50618.5,50618.5,2.409,121939.9665
2021-04-25 00:35:00,50618.5,50652.0,50618.5,50652.0,2.64,133721.28
2021-04-25 00:36:00,50652.0,50652.0,50629.5,50641.0,0.732,37069.212
2021-04-25 00:37:00,50641.0,50664.0,50641.0,50660.5,1.683,85261.6215
2021-04-25 00:38:00,50660.5,50664.0,50660.5,50664.0,1.796,90992.544
2021-04-25 00:39:00,50664.0,50664.0,50663.5,50664.0,2.88,145912.32
2021-04-25 00:40:00,50664.0,50670.5,50658.5,50658.5,3.645,184650.2325
2021-04-25 00:41:00,50658.5,50658.5,50620.0,50621.0,9.047,457968.187
2021-04-25 00:42:00,50621.0,50623.0,50619.0,50619.5,1.406,71171.017
2021-04-25 00:43:00,50619.5,50619.5,50590.0,50590.0,22.08,1117027.2
2021-04-25 00:44:00,50590.0,50590.5,50590.0,50590.5,1.69,85497.945
2021-04-25 00:45:00,50590.5,50630.0,50590.0,50630.0,2.19,110879.7
2021-04-25 00:46:00,50630.0,50727.5,50630.0,50727.0,33.824,1715790.048
2021-04-25 00:47:00,50727.0,50740.0,50727.0,50739.5,4.293,217824.6735
2021-04-25 00:48:00,50739.5,50824.5,50739.5,50824.0,49.623,2522039.352
2021-04-25 00:49:00,50824.0,50824.5,50763.0,50784.0,5.477,278143.968
2021-04-25 00:50:00,50784.0,50784.0,50718.0,50728.0,12.01,609243.28
2021-04-25 00:51:00,50728.0,50755.5,50716.0,50748.0,3.433,174217.884
2021-04-25 00:52:00,50748.0,50757.5,50733.0,50757.0,2.29,116233.53
2021-04-25 00:53:00,50757.0,50766.0,50725.0,50725.0,2.783,141167.675
2021-04-25 00:54:00,50725.0,50738.0,50724.0,50738.0,3.052,154852.376
2021-04-25 00:55:00,50738.0,50746.5,50725.5,50725.5,0.994,50421.147
2021-04-25 00:56:00,50725.5,50726.0,50724.0,50724.5,19.724,1000490.038
2021-04-25 00:57:00,50724.5,50767.5,50724.0,50767.0,29.526,1498946.442
2021-04-25 00:58:00,50767.0,50770.0,50758.0,50758.5,2.187,111008.8395
2021-04-25 00:59:00,50758.5,50789.0,50758.0,50789.0,0.724,36771.236
2021-04-25 01:00:00,50789.0,50789.0,50736.5,50736.5,1.629,82649.7585
2021-04-25 01:01:00,50736.5,50737.0,50708.5,50709.0,3.374,171092.166
2021-04-25 01:02:00,50709.0,50709.0,50681.5,50682.0,1.742,88288.044
2021-04-25 01:03:00,50682.0,50692.0,50681.5,50692.0,10.488,531657.696
2021-04-25 01:04:00,50692.0,50692.0,50665.0,50665.0,2.411,122153.315
2021-04-25 01:05:00,50665.0,50677.5,50665.0,50671.5,6.208,314568.672
2021-04-25 01:06:00,50671.5,50697.0,50671.5,50696.5,1.559,79035.8435
2021-04-25 01:07:00,50696.5,50697.0,50676.0,50692.5,4.448,225480.24
2021-04-25 01:08:00,50692.5,50692.5,50692.0,50692.5,1.289,65342.6325
2021-04-25 01:09:00,50692.5,50829.0,50692.0,50829.0,54.336,2761844.544
2021-04-25 01:10:00,50829.0,50850.0,50789.0,50789.0,12.396,629580.444
2021-04-25 01:11:00,50789.0,50801.0,50773.0,50801.0,2.631,133657.431
2021-04-25 01:12:00,50801.0,50801.0,50772.0,50772.0,1.45,73619.4
2021-04-25 01:13:00,50772.0,50772.5,50693.0,50693.0,5.724,290166.732
2021-04-25 01:14:00,50693.0,50723.5,50684.5,50684.5,4.12,208820.14
2021-04-25 01:15:00,50684.5,50714.0,50680.0,50714.0,2.618,132769.252
2021-04-25 01:16:00,50714.0,50728.0,50695.5,50695.5,4.564,231374.262
2021-04-25 01:17:00,50695.5,50696.0,50612.5,50612.5,9.001,455563.1125
2021-04-25 01:18:00,50612.5,50612.5,50579.0,50579.0,16.271,822970.909
2021-04-25 01:19:00,50579.0,50585.0,50572.0,50585.0,7.02,355106.7
2021-04-25 01:20:00,50585.0,50585.0,50564.0,50564.0,3.569,180462.916
2021-04-25 01:21:00,50564.0,50584.5,50561.5,50581.0,5.569,281685.589
2021-04-25 01:22:00,50581.0,50581.0,50561.0,50561.0,1.103,55768.783
2021-04-25 01:23:00,50561.0,50615.5,50561.0,50615.5,4.729,239360.6995
2021-04-25 01:24:00,50615.5,50620.0,50585.0,50585.5,4.444,224801.962
2021-04-25 01:25:00,50585.5,50633.0,50582.0,50633.0,6.558,332051.214
2021-04-25 01:26:00,50633.0,50633.0,50603.0,50603.0,0.689,34865.467
2021-04-25 01:27:00,50603.0,50612.0,50603.0,50612.0,0.784,39679.808
2021-04-25 01:28:00,50612.0,50669.0,50611.5,50647.0,4.814,243814.658
2021-04-25 01:29:00,50647.0,50647.0,50633.5,50643.5,3.34,169149.29
2021-04-25 01:30:00,50643.5,50722.5,50643.5,50719.0,7.534,382116.946
2021-04-25 01:31:00,50719.0,50719.0,50641.5,50652.0,4.33,219323.16
2021-04-25 01:32:00,50652.0,50652.0,50624.0,50624.5,6.038,305670.731
2021-04-25 01:33:00,50624.5,50647.0,50612.0,50647.0,2.893,146521.771
2021-04-25 01:34:00,50647.0,50651.0,50603.5,50624.5,3.692,186905.654
2021-04-25 01:35:00,50624.5,50643.0,50604.0,50643.0,18.589,941402.727
2021-04-25 01:36:00,50643.0,50680.0,50631.5,50680.0,4.165,211082.2
2021-04-25 01:37:00,50680.0,50729.5,50680.0,50705.0,6.688,339115.04
2021-04-25 01:38:00,50705.0,50705.0,50679.5,50679.5,12.215,619050.0925
2021-04-25 01:39:00,50679.5,50702.5,50654.5,50654.5,2.406,121874.727
2021-04-25 01:40:00,50654.5,50654.5,50603.0,50603.5,11.931,603750.3585
2021-04-25 01:41:00,50603.5,50603.5,50603.0,50603.5,4.591,232320.6685
2021-04-25 01:42:00,50603.5,50603.5,50586.5,50586.5,5.108,258395.842
2021-04-25 01:43:00,50586.5,50628.5,50586.5,50620.0,2.892,146393.04
2021-04-25 01:44:00,50620.0,50620.0,50535.5,50535.5,7.204,364057.742
2021-04-25 01:45:00,50535.5,50616.5,50535.5,50540.5,1.739,87889.9295
2021-04-25 01:46:00,50540.5,50567.0,50540.5,50556.5,1.698,85844.937
2021-04-25 01:47:00,50556.5,50599.0,50556.5,50599.0,1.038,52521.762
2021-04-25 01:48:00,50599.0,50599.0,50574.0,50575.5,1.487,75205.7685
2021-04-25 01:49:00,50575.5,50613.5,50575.5,50613.5,5.401,273363.5135
2021-04-25 01:50:00,50613.5,50693.0,50613.0,50658.0,10.105,511899.09
2021-04-25 01:51:00,50658.0,50712.5,50658.0,50711.5,14.956,758441.194
2021-04-25 01:52:00,50711.5,50720.0,50711.5,50719.5,0.421,21352.9095
2021-04-25 01:53:00,50719.5,50720.0,50718.0,50718.5,1.582,80236.667
2021-04-25 01:54:00,50718.5,50718.5,50718.0,50718.5,1.043,52899.3955
2021-04-25 01:55:00,50718.5,50727.0,50718.5,50719.0,4.541,230314.979
2021-04-25 01:56:00,50719.0,50732.5,50719.0,50731.0,2.075,105266.825
2021-04-25 01:57:00,50731.0,50731.5,50730.0,50730.0,3.073,155893.29
2021-04-25 01:58:00,50730.0,50730.5,50730.0,50730.5,0.982,49817.351
2021-04-25 01:59:00,50730.5,50803.0,50730.0,50803.0,5.095,258841.285
2021-04-25 02:00:00,50803.0,50811.0,50750.5,50750.5,11.536,585457.768
2021-04-25 02:01:00,50750.5,50783.0,50750.5,50783.0,2.959,150266.897
2021-04-25 02:02:00,50783.0,50815.5,50782.5,50812.0,6.042,307006.104
2021-04-25 02:03:00,50812.0,50838.5,50811.5,50838.5,3.461,175952.0485
2021-04-25 02:04:00,50838.5,50925.0,50838.5,50884.5,34.99,1780448.655
2021-04-25 02:05:00,50884.5,50953.0,50884.5,50953.0,24.151,1230565.903
2021-04-25 02:06:00,50953.0,50953.0,50901.0,50915.0,7.196,366384.34
2021-04-25 02:07:00,50915.0,50915.0,50832.0,50832.0,4.654,236572.128
2021-04-25 02:08:00,50832.0,50879.0,50832.0,50855.0,8.089,411366.095
2021-04-25 02:09:00,50855.0,50858.5,50812.0,50812.0,7.799,396282.788
2021-04-25 02:10:00,50812.0,50812.5,50757.5,50757.5,5.475,277897.3125
2021-04-25 02:11:00,50757.5,50757.5,50735.5,50749.5,4.612,234056.694
2021-04-25 02:12:00,50749.5,50749.5,50727.0,50727.0,4.458,226140.966
2021-04-25 02:13:00,50727.0,50727.0,50720.0,50720.0,4.495,227986.4
2021-04-25 02:14:00,50720.0,50720.5,50695.5,50695.5,24.418,1237882.719
2021-04-25 02:15:00,50695.5,50770.5,50695.5,50770.5,6.096,309496.968
2021-04-25 02:16:00,50770.5,50844.0,50770.0,50843.5,9.202,467861.887
2021-04-25 02:17:00,50843.5,50915.0,50843.5,50914.5,3.404,173312.958
2021-04-25 02:18:00,50914.5,50929.5,50885.5,50885.5,8.128,413597.344
2021-04-25 02:19:00,50885.5,50912.5,50885.5,50912.0,0.807,41085.984
2021-04-25 02:20:00,50912.0,50927.0,50912.0,50927.0,0.282,14361.414
2021-04-25 02:21:00,50927.0,50927.0,50860.5,50860.5,5.776,293770.248
2021-04-25 02:22:00,50860.5,50860.5,50813.0,50813.5,8.828,448581.578
2021-04-25 02:23:00,50813.5,50863.0,50813.5,50826.5,8.081,410728.9465
2021-04-25 02:24:00,50826.5,50854.5,50826.5,50854.5,0.897,45616.4865
2021-04-25 02:25:00,50854.5,50872.5,50854.5,50863.0,6.499,330558.637
2021-04-25 02:26:00,50863.0,50906.5,50863.0,50877.5,3.464,176239.66
