Date,VAH,VAL,POC,VWAP,Day_High,Day_Low,Price_Range[VAH-VAL]
2021-04-13,63684.5,61335.0,63000.0,62420.33,63761.5,59912.0,2349.5
2021-04-14,64263.5,62203.5,63000.0,63124.5,64943.5,61509.0,2060.0
2021-04-15,63356.5,62649.0,63199.5,63094.83,63846.0,62180.0,707.5
2021-04-16,63433.5,61222.5,62949.0,61706.83,63565.0,60242.5,2211.0
2021-04-17,62492.0,60726.0,62250.0,60769.17,62492.0,59750.0,1766.0
2021-04-18,56456.0,52995.5,55000.0,55671.83,60415.5,50500.0,3460.5
2021-04-19,56716.0,54505.5,54625.0,55780.33,57436.0,54279.0,2210.5
2021-04-20,55823.5,53608.0,55032.0,55599.83,57005.5,53382.5,2215.5
2021-04-21,56009.0,54656.5,55500.0,54735.67,56712.0,53673.5,1352.5
2021-04-22,55070.5,52759.5,54226.0,52603.0,55444.0,50580.0,2311.0
2021-04-23,50803.5,48702.0,49300.0,50280.17,52159.0,47581.0,2101.5
2021-04-24,50451.0,49329.0,50000.0,49978.67,51138.0,48742.5,1122.0
2021-04-25,50502.0,48839.0,49700.0,48848.83,50505.0,47019.0,1663.0
2021-04-26,54322.5,52222.0,53250.0,52355.83,54327.5,48723.0,2100.5
2021-04-27,55146.5,54333.0,55060.0,54556.17,55400.0,53275.0,813.5
2021-04-28,54994.0,54082.5,54600.0,55057.33,56457.0,53888.0,911.5
2021-04-29,54301.0,52387.0,53000.0,53691.0,55178.0,52387.0,1914.0
2021-04-30,57011.5,54199.5,56500.5,56202.67,57880.0,53050.0,2812.0
2021-05-01,58081.0,57466.0,58000.0,57787.17,58438.5,57093.5,615.0
2021-05-02,57069.5,56472.0,56650.0,56881.0,57933.5,56110.0,597.5
2021-05-03,58368.5,56844.5,58000.0,57578.83,58996.0,56541.0,1524.0
2021-05-04,56791.0,54343.5,55500.0,54520.33,57222.0,53087.0,2447.5
2021-05-05,57032.0,54084.5,54999.5,56092.0,57865.0,52930.0,2947.5
2021-05-06,57890.5,56230.0,57000.0,56694.17,58396.0,55323.5,1660.5
2021-05-07,58735.0,56314.5,57000.0,57142.33,58735.0,55311.0,2420.5
2021-05-08,59340.0,58241.5,59000.0,58473.0,59526.0,57000.0,1098.5
2021-05-09,58456.5,57025.5,58000.0,57963.17,59274.0,56375.0,1431.0
2021-05-10,57997.0,53426.0,55000.0,56269.5,59586.0,53421.5,4571.0
2021-05-11,55946.5,54572.5,55600.0,56013.0,56843.0,54512.0,1374.0
2021-05-12,56150.5,48603.0,55000.0,52048.83,57929.5,48600.0,7547.5
2021-05-13,50602.0,48121.0,49300.0,48917.67,51318.5,45719.0,2481.0
2021-05-14,51002.0,49555.0,50450.0,50074.17,51471.0,48901.0,1447.0
2021-05-15,49500.0,47653.0,47810.0,48032.33,50688.0,46609.0,1847.0
2021-05-16,49797.5,45581.0,48120.0,46700.67,49798.0,43890.0,4216.5
2021-05-17,45454.5,43191.0,45000.0,44105.17,46629.0,42143.5,2263.5
2021-05-18,45814.5,43244.5,45050.0,43678.67,45815.0,42317.5,2570.0
2021-05-19,38786.0,28801.5,31500.0,36375.5,43598.5,28801.0,9984.5
2021-05-20,42399.5,38483.5,40000.0,39283.5,42400.0,34950.0,3916.0
2021-05-21,39814.0,35050.0,37000.0,37615.5,42215.0,33404.0,4764.0
2021-05-22,38591.0,36955.0,38350.0,37152.17,38799.5,35220.0,1636.0
2021-05-23,34964.0,32020.0,34300.0,34652.17,38230.0,31068.5,2944.0
2021-05-24,39388.5,36334.5,37600.0,37696.67,39882.5,34390.5,3054.0
2021-05-25,39105.0,37437.0,38000.0,38204.83,39800.0,36466.5,1668.0
2021-05-26,39617.5,38003.5,39150.0,39310.33,40871.0,37823.0,1614.0
2021-05-27,39790.5,38012.5,39000.0,38687.83,40376.5,37176.0,1778.0
2021-05-28,37203.0,35517.0,36800.0,36407.5,38870.5,34702.0,1686.0
2021-05-29,35492.0,33781.0,34400.0,35195.67,37312.0,33662.0,1711.0
2021-05-30,36300.0,35199.5,35800.0,35156.0,36446.5,33360.0,1100.5
2021-05-31,37400.0,35455.5,36700.0,36293.33,37462.5,34176.5,1944.5
2021-06-01,36936.0,35949.0,36300.0,36704.0,37864.0,35600.0,987.0
2021-06-02,38163.5,37015.5,37300.0,37217.67,38198.0,35900.0,1148.0
2021-06-03,39136.0,38443.0,38600.0,38626.67,39440.0,37215.5,693.0
2021-06-04,37280.5,36150.5,36800.0,37236.67,39265.5,35601.0,1130.0
2021-06-05,36893.5,34824.0,35800.0,36066.17,37867.0,34824.0,2069.5
2021-06-06,36255.0,35782.0,35900.0,35827.83,36447.0,35235.5,473.0
2021-06-07,36783.5,35175.0,36150.0,34531.5,36784.0,33240.0,1608.5
2021-06-08,33253.0,31716.0,32800.0,32794.17,34050.0,30980.0,1537.0
2021-06-09,36162.5,32379.0,34100.0,35783.17,37556.0,32379.0,3783.5
2021-06-10,37436.0,36306.0,37000.0,36983.0,38440.5,35819.0,1130.0
2021-06-11,37458.0,36772.0,37200.0,36965.0,37656.5,35944.5,686.0
2021-06-12,35852.0,35137.0,35700.0,35855.67,37412.0,34630.0,715.0
2021-06-13,37355.0,34761.5,35800.0,37719.83,39372.0,34761.5,2593.5
2021-06-14,40223.0,38787.5,39200.0,40087.17,40995.0,38772.0,1435.5
2021-06-15,40471.0,39876.0,40000.0,40326.83,41300.0,39540.0,595.0
2021-06-16,39545.0,38228.5,38600.0,39012.67,40471.5,38173.5,1316.5
2021-06-17,39532.5,38308.5,39000.0,38343.17,39532.5,37400.0,1224.0
2021-06-18,38182.5,36419.5,37700.0,36401.33,38223.0,35159.0,1763.0
2021-06-19,36144.0,35515.0,35700.0,35584.33,36425.0,34800.0,629.0
2021-06-20,35417.5,33345.5,34100.0,35031.83,36149.0,33338.0,2072.0
2021-06-21,33296.0,31875.0,32600.0,32872.17,35737.5,31265.5,1421.0
2021-06-22,33233.5,30453.5,32500.0,31500.0,33246.0,28774.0,2780.0
2021-06-23,34247.0,33403.0,34000.0,33380.17,34794.5,31704.0,844.0
2021-06-24,34400.5,32509.5,33900.0,34095.67,35300.0,32330.5,1891.0
2021-06-25,34000.0,31314.0,32000.0,32782.0,35466.0,31300.0,2686.0
2021-06-26,31830.0,30704.0,31200.0,31683.5,32700.0,30101.0,1126.0
2021-06-27,33394.0,32633.0,33100.0,33805.83,34755.0,31972.0,761.0
2021-06-28,34700.0,34140.0,34400.0,34540.5,35223.0,33905.0,560.0
2021-06-29,36437.0,34981.5,36200.0,35577.17,36573.0,34240.0,1455.5
2021-06-30,35212.0,34468.0,34800.0,35047.17,36073.5,34050.0,744.0
2021-07-01,33694.0,33093.0,33500.0,33740.5,35021.5,32710.0,601.0
2021-07-02,33471.0,32868.0,32900.0,33457.5,33924.0,32695.0,603.0
2021-07-03,34855.0,34107.0,34600.0,34296.17,34900.0,33339.0,748.0
2021-07-04,35776.5,35202.5,35500.0,35201.0,35940.0,34370.0,574.0
2021-07-05,34349.0,33393.0,33600.0,34030.33,35293.0,33119.0,956.0
2021-07-06,34337.0,33737.0,33900.0,34257.83,35061.5,33512.0,600.0
2021-07-07,34926.0,34348.0,34750.0,34240.17,35036.0,33806.0,578.0
2021-07-08,33150.0,32259.0,32500.0,32960.17,33937.5,32089.0,891.0
2021-07-09,33456.0,32506.5,33000.0,33394.83,34084.0,32280.5,949.5
2021-07-10,33932.0,33424.0,33800.0,33580.33,34230.5,33010.0,508.0
2021-07-11,33985.0,33488.0,33600.0,34037.67,34540.0,33339.0,497.0
2021-07-12,34100.5,32700.5,33150.0,33477.5,34620.0,32700.0,1400.0
2021-07-13,33000.0,32307.0,32500.0,32748.5,33312.0,32213.5,693.0
2021-07-14,32687.0,31594.0,31850.0,32492.17,33082.5,31594.0,1093.0
2021-07-15,32450.0,31160.0,31700.0,32053.67,33145.5,31160.0,1290.0
2021-07-16,32052.0,31433.0,31950.0,31546.67,32200.0,31056.0,619.0
2021-07-17,31661.0,31264.0,31465.0,31531.5,31914.0,31171.5,397.0
2021-07-18,32084.0,31443.0,31700.0,31750.0,32380.0,31122.0,641.0
2021-07-19,31415.5,30494.5,30750.0,31025.5,31849.0,30412.0,921.0
2021-07-20,29897.0,29500.0,29700.0,30023.17,31032.0,29272.5,397.0
2021-07-21,32656.0,30840.0,31600.0,31479.33,32840.0,29509.0,1816.0
2021-07-22,32330.0,31902.0,32200.0,32183.0,32540.0,31725.5,428.0
2021-07-23,32690.0,32165.0,32400.0,33076.0,33600.0,32028.0,525.0
2021-07-24,33967.0,33508.0,33800.0,34024.33,34437.5,33411.5,459.0
2021-07-25,34552.0,33967.0,34500.0,34847.83,35366.0,33829.0,585.0
2021-07-26,39195.0,37204.5,38200.0,37654.83,40555.0,35174.5,1990.5
2021-07-27,38528.0,37020.0,38000.0,38441.17,39486.5,36396.5,1508.0
2021-07-28,40279.0,39437.0,39700.0,39862.67,40874.0,38719.0,842.0
2021-07-29,40074.0,39574.0,39900.0,39947.5,40602.0,39250.0,500.0
2021-07-30,40730.5,38305.0,38700.0,40938.17,42300.0,38305.0,2425.5
2021-07-31,41927.0,41396.0,41800.0,41627.67,42421.5,41016.0,531.0
2021-08-01,41951.0,40793.0,41700.0,40608.5,42600.0,39389.0,1158.0
2021-08-02,39903.0,39243.0,39700.0,39425.67,40450.0,38662.0,660.0
2021-08-03,38707.0,38004.0,38300.0,38527.17,39780.0,37593.0,703.0
2021-08-04,39258.0,37375.5,38100.0,39014.33,39952.0,37375.5,1882.5
2021-08-05,39594.5,37413.5,38000.0,39825.33,41346.5,37281.0,2181.0
2021-08-06,42415.5,39879.0,40300.0,42050.33,43481.5,39870.0,2536.5
2021-08-07,43922.0,43034.0,43600.0,43907.5,44784.0,42360.0,888.0
2021-08-08,44871.0,43865.0,44700.0,44137.83,45319.5,43288.0,1006.0
2021-08-09,46464.5,44472.5,45800.0,45174.33,46465.0,42800.0,1992.0
2021-08-10,46055.0,45344.0,45500.0,45661.67,46737.5,44667.0,711.0
2021-08-11,46552.0,45793.0,46300.0,45865.5,46728.5,45348.0,759.0
2021-08-12,45305.0,43964.0,44300.0,44813.33,46220.0,43810.0,1341.0
2021-08-13,46844.5,44931.5,46300.0,46655.33,47956.0,44220.0,1913.0
2021-08-14,48003.5,46679.0,47681.5,47127.5,48280.5,46022.0,1324.5
2021-08-15,46675.0,45644.0,46000.0,46630.0,47382.0,45510.0,1031.0
2021-08-16,48015.0,46386.5,47600.0,46669.83,48341.0,45713.0,1628.5
2021-08-17,46790.0,45284.5,45900.0,45482.0,47300.0,44420.0,1505.5
2021-08-18,45435.0,44740.0,44900.0,45010.0,46000.0,44300.0,695.0
2021-08-19,45694.5,44068.5,44300.0,45937.67,47075.0,44000.0,1626.0
2021-08-20,49016.0,47082.5,48700.0,48472.17,49479.5,46638.5,1933.5
2021-08-21,49337.0,48651.0,48900.0,48950.17,49800.0,48250.0,686.0
2021-08-22,49252.0,48500.0,48800.0,48914.33,49520.0,47974.5,752.0
2021-08-23,50125.0,49222.0,49800.0,49695.17,50490.0,49060.5,903.0
2021-08-24,49289.0,47807.5,48000.0,48404.67,49840.0,47627.0,1481.5
2021-08-25,48505.0,47265.0,47900.0,48465.17,49230.0,47200.0,1240.0
2021-08-26,47383.0,46625.0,47000.0,47502.17,49338.5,46300.0,758.0
2021-08-27,48145.0,46591.5,47300.0,48197.0,49144.0,46400.0,1553.5
2021-08-28,49085.0,48700.0,49000.0,48859.0,49275.5,48411.0,385.0
2021-08-29,49000.0,48189.0,48500.0,48749.17,49710.5,47789.5,811.0
2021-08-30,48417.0,47570.0,48000.0,47599.0,48862.0,46908.0,847.0
2021-08-31,47731.0,46909.0,47400.0,47364.33,48233.0,46680.0,822.0
2021-10-01,48439.5,44909.5,47300.0,46601.83,48440.0,43273.0,3530.0
2021-10-02,48009.0,47617.0,47700.0,47801.33,48315.0,47439.0,392.0
2021-10-03,48560.0,47424.0,48000.0,48210.17,49357.0,47098.0,1136.0
2021-10-04,48715.0,47269.0,47800.0,48526.33,49500.0,46902.5,1446.0
2021-10-05,50574.0,49043.0,49800.0,50789.0,51908.0,48988.5,1531.0
2021-10-06,54551.0,50339.5,51300.0,54030.0,56413.0,50339.5,4211.5
2021-10-07,54666.0,53725.0,54300.0,54171.0,55338.0,53357.0,941.0
2021-10-08,55027.5,53753.5,53900.0,54614.67,56250.0,53630.0,1274.0
2021-10-09,55213.0,54564.0,55000.0,54745.0,55550.0,53717.0,649.0
2021-10-10,55623.0,54597.0,55000.0,55175.17,56666.0,54135.0,1026.0
2021-10-11,57394.0,56064.5,56500.0,56621.5,57881.0,54496.0,1329.5
2021-10-12,57557.0,56044.0,56900.0,55846.5,57833.5,53700.0,1513.0
2021-10-13,56501.0,54381.5,54800.0,56478.17,57799.5,54265.5,2119.5
2021-10-14,57942.0,57154.0,57600.0,57585.17,58653.0,56747.0,788.0
2021-10-15,61484.0,58337.0,60000.0,60814.83,63801.0,56900.0,3147.0
2021-10-16,61664.0,60492.5,61000.0,61182.83,62419.5,60217.0,1171.5
2021-10-17,61565.0,60569.0,60800.0,60689.83,61722.0,58803.5,996.0
2021-10-18,62507.5,61336.0,62000.0,61573.17,62769.0,59917.0,1171.5
2021-10-19,63280.0,61720.0,62500.0,63370.67,64480.0,61367.5,1560.0
2021-10-20,67209.5,64361.5,65800.0,65588.67,67210.0,63501.0,2848.0
2021-10-21,66581.5,63271.0,65000.0,63617.33,66726.0,61880.0,3310.5
2021-10-22,62881.0,60145.5,61000.0,61544.67,63774.0,60100.0,2735.5
2021-10-23,61562.0,60847.0,61000.0,60930.33,61809.0,59625.0,715.0
2021-10-24,60937.0,59840.0,60500.0,60626.17,61521.0,59456.0,1097.0
2021-10-25,63606.0,62608.5,63000.0,62522.33,63750.5,60708.5,997.5
2021-10-26,63167.5,61870.0,62400.0,61166.67,63301.5,59888.0,1297.5
2021-10-27,59512.5,58249.0,59000.0,59307.0,61520.0,57919.5,1263.5
2021-10-28,62105.0,59346.0,60500.0,60273.0,62664.5,57476.0,2759.0
2021-10-29,62150.0,60412.0,61100.0,61799.83,62988.5,60111.0,1738.0
2021-10-30,61892.0,61270.0,61600.0,61660.33,62386.5,60700.0,622.0
2021-10-31,61722.0,60471.0,61500.0,61246.0,62400.0,60000.0,1251.0
2021-11-01,62433.5,60719.5,61600.0,60976.67,62536.5,59444.0,1714.0
2021-11-02,64180.0,62382.0,63200.0,62727.83,64258.5,60667.0,1798.0
2021-11-03,63422.0,62250.0,63000.0,62212.83,63600.0,60077.0,1172.0
2021-11-04,62764.5,61290.5,62430.0,61729.5,63120.0,60628.0,1474.0
2021-11-05,61915.0,60828.0,61000.0,61484.17,62643.5,60764.0,1087.0
2021-11-06,61184.5,60290.5,60700.0,61063.33,61600.0,60150.0,894.0
2021-11-07,62377.5,61655.0,62000.0,62647.33,63300.0,61378.0,722.5
2021-11-08,66516.5,65110.0,66000.0,66289.0,68000.0,63263.5,1406.5
2021-11-09,68403.0,67180.0,68000.0,67275.5,68600.0,66250.0,1223.0
2021-11-10,67490.5,63815.5,66500.0,65514.83,69138.5,62512.5,3675.0
2021-11-11,65110.0,64449.0,64800.0,64850.67,65594.0,64127.0,661.0
2021-11-12,64965.0,63500.0,64000.0,63985.33,65465.0,62350.0,1465.0
2021-11-13,64463.0,63569.0,64200.0,64325.0,65142.5,63409.5,894.0
2021-11-14,64976.0,64099.5,64700.0,64903.17,65530.0,63650.0,876.5
2021-11-15,66308.0,64299.5,65800.0,64469.17,66383.0,63333.0,2008.5
2021-11-16,61506.5,59477.0,60500.0,60767.5,63691.5,58500.0,2029.5
2021-11-17,60450.0,59315.0,59900.0,59883.67,60930.5,58350.0,1135.0
2021-11-18,59311.5,56484.0,58100.0,58170.83,61097.0,56483.0,2827.5
2021-11-19,57618.0,55666.0,57000.0,57356.17,58307.5,55665.5,1952.0
2021-11-20,59046.0,57649.0,58500.0,58962.0,59863.5,57291.5,1397.0
2021-11-21,59389.0,58658.0,59000.0,59068.83,60047.5,58532.0,731.0
2021-11-22,58509.5,56487.0,57400.0,57194.67,59692.0,55614.0,2022.5
2021-11-23,57421.0,56114.0,56750.0,56929.5,57902.0,55300.0,1307.0
2021-11-24,57088.0,56254.0,56500.0,56950.83,57732.0,55935.0,834.0
2021-11-25,59256.0,57749.5,59000.0,58473.0,59440.5,57041.5,1506.5
2021-11-26,55528.0,53647.0,54300.0,55504.5,59150.0,53563.0,1881.0
2021-11-27,55014.0,54297.0,54400.0,54587.17,55298.5,53684.5,717.0
2021-11-28,55674.0,53396.0,54300.0,55952.17,57435.5,53122.0,2278.0
2021-11-29,57945.0,56868.0,57300.0,57781.0,58871.5,56686.5,1077.0
2021-11-30,57884.0,56264.5,57100.0,57354.0,59200.0,55900.0,1619.5
2021-12-10,48644.0,47472.0,48500.0,48026.83,50149.5,46750.0,1172.0
2021-12-11,48840.0,47985.0,48500.0,48530.67,49489.0,46750.0,855.0
2021-12-12,49952.0,48692.5,49500.0,49825.17,50790.0,48606.0,1259.5
2021-12-13,49465.0,46967.5,48800.0,47440.5,50167.0,45502.0,2497.5
2021-12-14,47394.0,46522.0,47000.0,47811.33,48826.5,46251.5,872.0
2021-12-15,49217.0,47576.0,48200.0,48305.17,49504.5,46543.5,1641.0
2021-12-16,49205.0,48226.0,48700.0,48212.0,49450.0,47525.0,979.0
2021-12-17,47280.0,46090.0,47000.0,46470.83,47982.5,45280.0,1190.0
2021-12-18,47022.0,46173.0,47000.0,46552.5,47321.5,45500.0,849.0
2021-12-19,47728.0,46790.0,47000.0,47170.17,48390.0,46421.0,938.0
2021-12-20,46781.0,45823.0,46300.0,46620.17,47499.0,45479.5,958.0
2021-12-21,49061.0,48348.0,48700.0,48287.67,49318.0,46658.5,713.0
2021-12-22,49115.0,48539.0,48900.0,48871.5,49586.0,48418.0,576.0
2021-12-23,50343.5,48030.0,48350.0,50085.17,51431.5,48030.0,2313.5
2021-12-24,51241.0,50757.0,51100.0,51055.67,51980.0,50402.0,484.0
2021-12-25,50976.0,50598.0,50700.0,50551.67,51149.0,50100.0,378.0
2021-12-26,50324.0,49645.0,50100.0,50446.67,51294.0,49283.0,679.0
2021-12-27,51399.5,50567.0,51000.0,51096.67,52119.0,50464.5,832.5
2021-12-28,49483.5,47651.0,49000.0,48519.33,50707.0,47312.0,1832.5
2021-12-29,48030.0,47012.0,47800.0,46798.17,48137.0,45807.5,1018.0
2021-12-30,47681.0,46726.0,47500.0,46972.67,47920.5,45887.0,955.0
2021-12-31,48513.0,46889.5,48000.0,46796.17,48554.0,45634.0,1623.5
