startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
1692469800000,26077.1,26085,26077,26085,83.418,2175585.9816
1692469860000,26085,26101.6,26084.9,26098.9,229.749,5994775.6078
1692469920000,26098.9,26104.1,26098.8,26104,43.7,1140678.0244
1692469980000,26104,26104.1,26102.4,26102.5,41.787,1090771.0875
1692470040000,26102.5,26114.7,26102.4,26104.1,80.39,2099007.4514
1692470100000,26104.1,26104.1,26095,26095,24.406,636995.0831
1692470160000,26095,26095.1,26085.4,26085.4,39.975,1043043.1401
1692470220000,26085.4,26085.4,26083,26083,15.3,399074.0249
1692470280000,26083,26092.2,26083,26092.2,30.258,789368.5085
1692470340000,26092.2,26092.2,26092.1,26092.2,3.047,79502.8502
1692470400000,26092.2,26092.2,26092.1,26092.2,2.576,67213.4896
1692470460000,26092.2,26109.6,26092.1,26109.6,37.247,972216.3621
1692470520000,26109.6,26121.8,26109.5,26113.7,86.375,2255844.5644
1692470580000,26113.7,26113.7,26108.1,26108.1,23.038,601568.0248
1692470640000,26108.1,26117.5,26108.1,26117.5,69.28,1808838.743
1692470700000,26117.5,26118.1,26109.6,26109.7,31.445,821202.5554
1692470760000,26109.7,26109.7,26109.6,26109.7,2.757,71984.2647
1692470820000,26109.7,26109.7,26109.6,26109.6,4.768,124490.8763
1692470880000,26109.6,26109.7,26109.2,26109.3,11.372,296916.3066
1692470940000,26109.3,26109.3,26100.5,26100.6,61.911,1616063.3736
1692471000000,26100.6,26100.6,26100.5,26100.5,5.81,151644.0129
1692471060000,26100.5,26100.6,26100.5,26100.6,2.952,77048.7874
1692471120000,26100.6,26100.6,26100.5,26100.5,3.288,85818.6165
1692471180000,26100.5,26108.4,26100.5,26108.3,31.253,815762.0416
1692471240000,26108.3,26115,26108.3,26112.1,54.149,1414007.5749
1692471300000,26112.1,26112.1,26112,26112.1,7.031,183593.9578
1692471360000,26112.1,26112.1,26112,26112.1,7.824,204301.0066
1692471420000,26112.1,26122.2,26112,26122.2,36.909,963892.8506
1692471480000,26122.2,26127.5,26122.2,26122.5,37.597,982227.0746
1692471540000,26122.5,26122.6,26113.7,26113.7,13.136,343118.4602
1692471600000,26113.7,26115.9,26112.2,26112.2,13.333,348167.2651
1692471660000,26112.2,26112.3,26086.2,26086.2,175.065,4568328.3196
1692471720000,26086.2,26087,26080.5,26086,31.01,808836.1373
1692471780000,26086,26090.1,26086,26090.1,17.902,467032.9265
1692471840000,26090.1,26091,26090,26090.9,9.172,239299.0795
1692471900000,26090.9,26091,26090.9,26090.9,4.556,118870.4651
1692471960000,26090.9,26091,26090.9,26090.9,13.082,341321.335
1692472020000,26090.9,26095.4,26090.9,26095.3,38.627,1007840.2775
1692472080000,26095.3,26095.8,26095.3,26095.7,1.878,49007.3642
1692472140000,26095.7,26100.3,26095.7,26099.8,23.773,620455.0822
1692472200000,26099.8,26106,26099.8,26106,10.357,270344.892
1692472260000,26106,26107.3,26105.9,26107.2,9.267,241926.3081
1692472320000,26107.2,26107.4,26104.4,26107.4,11.042,288267.8887
1692472380000,26107.4,26109.3,26107.3,26109.2,12.687,331231.543
1692472440000,26109.2,26109.3,26109.2,26109.2,11.796,307985.2694
1692472500000,26109.2,26109.3,26109.1,26109.2,6.399,167072.8466
1692472560000,26109.2,26119,26109.1,26119,16.959,442894.2009
1692472620000,26119,26119,26118.9,26118.9,4.001,104501.9948
1692472680000,26118.9,26121,26118.9,26121,14.181,370411.4899
1692472740000,26121,26121.1,26120.9,26121.1,3.931,102681.8922
1692472800000,26121.1,26121.1,26121,26121.1,8.242,215289.8338
1692472860000,26121.1,26121.1,26100.3,26100.3,32.239,841624.4034
1692472920000,26100.3,26100.4,26090,26099.1,45.308,1182132.0565
1692472980000,26099.1,26101.2,26099.1,26101.1,7.819,204074.0451
1692473040000,26101.1,26101.2,26094.5,26094.6,10.989,286789.7704
