timestamp,price_volatility,volume_volatility,change_price_volatility,change_volume_volatility
2023-05-03 00:00:00,14.2,,,
2023-05-03 00:01:00,21.1,12.62,6.9,
2023-05-03 00:02:00,29.1,121.42,8.0,108.8
2023-05-03 00:03:00,11.8,150.12,-17.3,28.7
2023-05-03 00:04:00,12.5,21.28,0.7,-128.84
2023-05-03 00:05:00,34.9,42.32,22.4,21.04
2023-05-03 00:06:00,104.7,558.31,69.8,515.99
2023-05-03 00:07:00,59.7,446.92,-45.0,-111.39
2023-05-03 00:08:00,56.3,784.84,-3.4,337.92
2023-05-03 00:09:00,41.9,78.44,-14.4,-706.4
2023-05-03 00:10:00,20.9,139.56,-21.0,61.12
2023-05-03 00:11:00,13.1,28.38,-7.8,-111.18
2023-05-03 00:12:00,27.2,34.8,14.1,6.42
2023-05-03 00:13:00,22.1,17.81,-5.1,-16.99
2023-05-03 00:14:00,40.4,30.67,18.3,12.86
2023-05-03 00:15:00,16.9,45.6,-23.5,14.93
2023-05-03 00:16:00,14.6,1.65,-2.3,-43.95
2023-05-03 00:17:00,9.7,5.08,-4.9,3.43
2023-05-03 00:18:00,51.0,194.27,41.3,189.19
2023-05-03 00:19:00,72.4,714.65,21.4,520.38
2023-05-03 00:20:00,27.0,781.3,-45.4,66.65
2023-05-03 00:21:00,27.8,22.23,0.8,-759.07
2023-05-03 00:22:00,49.1,36.79,21.3,14.56
2023-05-03 00:23:00,27.9,25.0,-21.2,-11.79
2023-05-03 00:24:00,52.3,54.43,24.4,29.43
2023-05-03 00:25:00,31.9,7.13,-20.4,-47.3
2023-05-03 00:26:00,19.9,6.7,-12.0,-0.43
2023-05-03 00:27:00,18.0,34.01,-1.9,27.31
2023-05-03 00:28:00,9.8,64.58,-8.2,30.57
2023-05-03 00:29:00,10.7,71.89,0.9,7.31
2023-05-03 00:30:00,45.6,162.41,34.9,90.52
2023-05-03 00:31:00,59.2,53.86,13.6,-108.55
2023-05-03 00:32:00,23.6,26.38,-35.6,-27.48
2023-05-03 00:33:00,20.2,60.19,-3.4,33.81
2023-05-03 00:34:00,19.8,81.11,-0.4,20.92
2023-05-03 00:35:00,55.8,54.67,36.0,-26.44
2023-05-03 00:36:00,28.2,63.58,-27.6,8.91
2023-05-03 00:37:00,31.5,91.56,3.3,27.98
2023-05-03 00:38:00,35.7,106.67,4.2,15.11
2023-05-03 00:39:00,119.3,2055.24,83.6,1948.57
2023-05-03 00:40:00,94.1,1470.35,-25.2,-584.89
2023-05-03 00:41:00,53.5,400.36,-40.6,-1069.99
2023-05-03 00:42:00,43.9,77.54,-9.6,-322.82
2023-05-03 00:43:00,50.2,36.66,6.3,-40.88
2023-05-03 00:44:00,46.6,53.07,-3.6,16.41
2023-05-03 00:45:00,36.2,17.93,-10.4,-35.14
2023-05-03 00:46:00,43.5,68.74,7.3,50.81
2023-05-03 00:47:00,19.9,79.85,-23.6,11.11
2023-05-03 00:48:00,22.0,68.84,2.1,-11.01
2023-05-03 00:49:00,35.6,74.41,13.6,5.57
2023-05-03 00:50:00,30.5,63.14,-5.1,-11.27
2023-05-03 00:51:00,24.9,30.79,-5.6,-32.35
2023-05-03 00:52:00,27.4,26.93,2.5,-3.86
2023-05-03 00:53:00,21.6,7.35,-5.8,-19.58
2023-05-03 00:54:00,12.7,37.11,-8.9,29.76
2023-05-03 00:55:00,17.9,15.03,5.2,-22.08
2023-05-03 00:56:00,38.2,193.19,20.3,178.16
2023-05-03 00:57:00,32.6,136.91,-5.6,-56.28
2023-05-03 00:58:00,44.8,82.69,12.2,-54.22
2023-05-03 00:59:00,14.1,124.46,-30.7,41.77
2023-05-03 01:00:00,44.4,99.4,30.3,-25.06
2023-05-03 01:01:00,27.7,54.89,-16.7,-44.51
2023-05-03 01:02:00,11.1,43.06,-16.6,-11.83
2023-05-03 01:03:00,41.4,46.52,30.3,3.46
2023-05-03 01:04:00,17.1,30.3,-24.3,-16.22
2023-05-03 01:05:00,42.5,30.24,25.4,-0.06
2023-05-03 01:06:00,33.7,7.35,-8.8,-22.89
2023-05-03 01:07:00,27.9,68.55,-5.8,61.2
2023-05-03 01:08:00,13.4,46.54,-14.5,-22.01
2023-05-03 01:09:00,18.8,109.73,5.4,63.19
2023-05-03 01:10:00,30.5,19.25,11.7,-90.48
2023-05-03 01:11:00,14.0,114.04,-16.5,94.79
2023-05-03 01:12:00,15.0,6.3,1.0,-107.74
2023-05-03 01:13:00,20.7,146.91,5.7,140.61
2023-05-03 01:14:00,21.9,116.68,1.2,-30.23
2023-05-03 01:15:00,23.4,4.66,1.5,-112.02
2023-05-03 01:16:00,15.1,18.23,-8.3,13.57
2023-05-03 01:17:00,12.7,21.16,-2.4,2.93
2023-05-03 01:18:00,38.3,221.45,25.6,200.29
2023-05-03 01:19:00,13.2,157.13,-25.1,-64.32
2023-05-03 01:20:00,35.6,114.54,22.4,-42.59
2023-05-03 01:21:00,38.0,103.82,2.4,-10.72
2023-05-03 01:22:00,20.0,49.82,-18.0,-54.0
2023-05-03 01:23:00,22.3,72.57,2.3,22.75
2023-05-03 01:24:00,16.1,35.58,-6.2,-36.99
2023-05-03 01:25:00,44.5,310.99,28.4,275.41
2023-05-03 01:26:00,26.5,281.06,-18.0,-29.93
2023-05-03 01:27:00,35.0,20.05,8.5,-261.01
2023-05-03 01:28:00,7.6,36.51,-27.4,16.46
2023-05-03 01:29:00,30.8,58.14,23.2,21.63
2023-05-03 01:30:00,49.0,153.18,18.2,95.04
2023-05-03 01:31:00,31.6,5.4,-17.4,-147.78
2023-05-03 01:32:00,19.8,117.61,-11.8,112.21
2023-05-03 01:33:00,13.9,44.91,-5.9,-72.7
2023-05-03 01:34:00,9.6,15.24,-4.3,-29.67
2023-05-03 01:35:00,12.6,24.84,3.0,9.6
2023-05-03 01:36:00,27.3,9.51,14.7,-15.33
2023-05-03 01:37:00,14.9,2.94,-12.4,-6.57
