startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
1704652200000,44113.8,44134.2,44108.8,44134.2,28.779,1269741.1449
1704652260000,44134.2,44141.6,44130.1,44135.6,8.949,394971.759
1704652320000,44135.6,44164,44135.6,44152.3,69.342,3061826.9133
1704652380000,44152.3,44170,44152.2,44163.3,19.738,871720.7958
1704652440000,44163.3,44168,44161,44161.1,19.933,880313.786
1704652500000,44161.1,44161.1,44142,44149.6,47.513,2098092.4703
1704652560000,44149.6,44184.9,44149.6,44180.9,57.084,2521762.8352
1704652620000,44180.9,44181,44158.7,44168.1,20.517,906172.4591
1704652680000,44168.1,44170,44166,44166.1,6.355,280690.7891
1704652740000,44166.1,44166.1,44155,44162.3,9.593,423639.6903
1704652800000,44162.3,44167.8,44159,44159,4.924,217448.3893
1704652860000,44159,44175.9,44159,44171,31.072,1372469.0782
1704652920000,44171,44176.7,44163.3,44174.1,11.863,524002.8039
1704652980000,44174.1,44174.1,44161.7,44167.7,22.888,1010878.7156
1704653040000,44167.7,44171.5,44153,44158.3,8.352,368855.937
1704653100000,44158.3,44176.4,44158.3,44176.3,13.007,574551.3332
1704653160000,44176.3,44184.5,44176.3,44184.4,13.03,575685.5681
1704653220000,44184.4,44184.5,44158.8,44158.8,135.04,5965359.5358
1704653280000,44158.8,44168.7,44158.2,44168.7,16.532,730138.7026
1704653340000,44168.7,44168.7,44144.7,44150.5,26.103,1152508.8486
1704653400000,44150.5,44189.9,44141.5,44178.2,73.515,3247360.9455
1704653460000,44178.2,44178.2,44156.8,44166,9.436,416710.2538
1704653520000,44166,44166,44140.4,44140.5,17.188,758860.9261
1704653580000,44140.5,44140.5,44133.2,44138,17.477,771403.6091
1704653640000,44138,44138,44112.3,44115.1,116.327,5132269.0373
1704653700000,44115.1,44115.1,44093.5,44105.8,90.885,4008285.1214
1704653760000,44105.8,44113.7,44105.8,44113.7,10.404,458899.5496
1704653820000,44113.7,44113.7,44106.4,44110,31.164,1374651.3304
1704653880000,44110,44123.2,44109.9,44120.5,24.564,1083718.2124
1704653940000,44120.5,44121.9,44106.4,44106.5,7.892,348178.2397
1704654000000,44106.5,44119.9,44102.1,44102.2,11.648,513734.1591
1704654060000,44102.2,44102.2,44080.4,44086.4,34.884,1538125.7975
1704654120000,44086.4,44095.9,44085.8,44095.8,8.21,361962.6574
1704654180000,44095.8,44095.9,44064.1,44074,18.82,829556.05
1704654240000,44074,44087.1,44050.2,44087.1,50.611,2230297.2504
1704654300000,44087.1,44087.1,44076.5,44080,10.255,452079.2825
1704654360000,44080,44086.9,44075,44086.9,10.775,474986.0405
1704654420000,44086.9,44086.9,44058.7,44058.8,11.738,517364.4523
1704654480000,44058.8,44061,44050.2,44050.2,36.288,1598740.4518
1704654540000,44050.2,44055.6,44050.2,44055,19.249,847957.5531
1704654600000,44055,44070,44054.9,44069.9,21.994,969024.9158
1704654660000,44069.9,44070,44069.9,44070,1.509,66501.5569
1704654720000,44070,44080,44069.9,44080,13.667,602384.5147
1704654780000,44080,44080,44079.9,44080,5.135,226350.4629
1704654840000,44080,44085.2,44080,44082,9.251,407817.135
1704654900000,44082,44089.6,44081.9,44086.3,11.579,510478.242
1704654960000,44086.3,44086.3,44066,44066.2,7.147,314985.4989
1704655020000,44066.2,44070.5,44058.7,44068,11.252,495786.1731
1704655080000,44068,44068,44058.7,44067.5,9.877,435223.3487
1704655140000,44067.5,44072.8,44064.6,44071.4,4.108,181041.8699
1704655200000,44071.4,44071.8,44066.7,44071.8,5.287,232999.3324
1704655260000,44071.8,44073.9,44062.2,44066.2,3.145,138595.8999
1704655320000,44066.2,44066.2,44042.3,44042.3,23.02,1014073.3047
1704655380000,44042.3,44053.9,44042.3,44047.8,20.683,911029.5159
1704655440000,44047.8,44073.8,44047.8,44073.8,10.506,462845.3803
1704655500000,44073.8,44091.3,44062.7,44090.1,24.422,1076381.6322
