startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
1619980200000,56835,56835.5,56820,56820,0.757,43012.74
1619980260000,56820,56829.5,56816.5,56829.5,2.147,122012.9365
1619980320000,56829.5,56829.5,56780.5,56785,1.944,110390.04
1619980380000,56785,56821.5,56785,56814.5,3.274,186010.673
1619980440000,56814.5,56814.5,56813,56813,0.62,35224.06
1619980500000,56813,56813,56791,56791,3.021,171565.611
1619980560000,56791,56791,56791,56791,0,0
1619980620000,56791,56791,56780,56780,0.19,10788.2
1619980680000,56780,56780.5,56780,56780,5.773,327790.94
1619980740000,56780,56780,56780,56780,0,0
1619980800000,56780,56780.5,56780,56780,0.294,16693.32
1619980860000,56780,56780.5,56780,56780,0.605,34351.9
1619980920000,56780,56780.5,56780,56780.5,0.901,51159.2305
1619980980000,56780.5,56780.5,56780,56780,0.14,7949.2
1619981040000,56780,56780.5,56780,56780.5,0.79,44856.595
1619981100000,56780.5,56780.5,56780,56780,0.018,1022.04
1619981160000,56780,56780,56780,56780,0.245,13911.1
1619981220000,56780,56780.5,56780,56780,0.605,34351.9
1619981280000,56780,56780,56780,56780,0,0
1619981340000,56780,56780.5,56780,56780.5,1.904,108110.072
1619981400000,56780.5,56882.5,56780.5,56882.5,17.166,976444.995
1619981460000,56882.5,56883,56882,56883,1.192,67804.536
1619981520000,56883,56883,56882.5,56882.5,1.115,63423.9875
1619981580000,56882.5,56883,56882.5,56882.5,0.334,18998.755
1619981640000,56882.5,56882.5,56864.5,56865.5,7.761,441333.1455
1619981700000,56865.5,56885,56865.5,56884.5,0.737,41923.8765
1619981760000,56884.5,56884.5,56856,56856,0.121,6879.576
1619981820000,56856,56856,56855,56855,0.118,6708.89
1619981880000,56855,56855,56855,56855,0.1,5685.5
1619981940000,56855,56855.5,56854.5,56855.5,4.312,245160.916
1619982000000,56855.5,56874,56855.5,56873.5,1.312,74618.032
1619982060000,56873.5,56874,56873.5,56873.5,0.164,9327.254
1619982120000,56873.5,56874,56843,56843,7.701,437747.943
1619982180000,56843,56843,56826.5,56826.5,0.457,25969.7105
1619982240000,56826.5,56827,56774.5,56774.5,2.584,146705.308
1619982300000,56774.5,56774.5,56774,56774,6.797,385892.878
1619982360000,56774,56774,56754,56754,4.697,266573.538
1619982420000,56754,56754.5,56754,56754,0.735,41714.19
1619982480000,56754,56754.5,56754,56754,0.211,11975.094
1619982540000,56754,56763,56754,56763,22.287,1265076.981
1619982600000,56763,56763,56762.5,56763,5.27,299141.01
1619982660000,56763,56763,56762.5,56763,0.938,53243.694
1619982720000,56763,56763,56741,56741,3.508,199047.428
1619982780000,56741,56755,56730.5,56755,1.134,64360.17
1619982840000,56755,56755.5,56755,56755.5,0.363,20602.2465
1619982900000,56755.5,56755.5,56650.5,56662,26.713,1513612.006
1619982960000,56662,56662.5,56657.5,56657.5,1.165,66005.9875
1619983020000,56657.5,56692,56657.5,56692,5.025,284877.3
1619983080000,56692,56692,56691.5,56691.5,2.132,120866.278
1619983140000,56691.5,56691.5,56662,56663.5,0.64,36264.64
1619983200000,56663.5,56683.5,56663.5,56683.5,1.896,107471.916
1619983260000,56683.5,56683.5,56653,56653,1.208,68436.824
1619983320000,56653,56666,56624,56665.5,7.132,404138.346
